sample_id	adeA	adeB	adeC	adeI	adeJ	adeK	adeR	adeS	blaOXA-23	blaOXA-69	crr_adeA	crr_adeB	crr_adeC	crr_adeI	crr_adeJ	crr_adeK	crr_adeR	crr_adeS	crr_blaOXA-23	crr_blaOXA-69
ERR119670	1	1	1	1	1	1	1	1	1	1	1.0478072250614527	1.062645952425711	1.0344918472609956	1.0152209690049063	0.9882732104649798	0.9805495861002236	0.9116130048946044	1.1136071295455765	0.0004256700559089	0.9976794989755372
ERR119671	1	1	1	1	1	1	1	1	1	1	1.02699394270359	1.0755908962006586	1.1410608588028717	1.0621833589482126	0.9565251759707885	0.9399334940023732	1.0555732019315236	1.1230948592088623	0.0	1.0138114997197858
ERR119677	1	1	1	1	1	1	1	1	1	1	0.9782281232566592	0.9665628965258062	0.9680305822269136	1.0690458362075583	1.078698035640672	0.9942075897555346	0.8885078550168914	1.004082205542509	0.2242892048183797	1.0085374585940348
ERR119679	1	1	1	1	1	1	1	1	1	1	1.013777403907902	1.0175042154255347	0.9725700668347808	1.0059089149488751	0.9522266089018168	0.912076497020226	0.9519252058752716	1.0305068246815658	0.0	0.9332442986554242
ERR190414	1	1	1	1	1	1	1	1	2	1	1.183316275101158	1.145306717922529	1.1746756979680513	1.027957723197678	1.172660047376398	1.2171599120970482	1.08005062602286	1.3050454953599393	2.513417809672699	0.987097004180959
ERR190415	1	1	1	1	1	1	1	1	1	1	1.1706643191917268	1.1271553744415208	1.1301431582306118	1.043289437872495	1.1093088597953575	1.0863254618131235	1.07509036154987	1.3177373539981476	1.10028515123493	1.0862498729272858
ERR190417	1	1	1	1	1	1	1	1	2	1	1.1414657584374	1.0911143344079934	1.189792591648159	1.1116114765291578	1.1755183483182847	1.1844225485337945	1.0173039364987753	1.1580996710279683	2.4296578114620067	1.0482467571770149
ERR190418	1	1	1	1	1	1	1	1	1	1	1.0384479253876973	1.1652131100611638	1.3539223148647812	1.0228230325685812	0.98417569332771	1.1130350154152773	1.080235508391041	1.3967255401203602	1.2755583086867317	1.1057918488152356
ERR190419	1	1	1	1	1	1	1	1	1	1	0.0	0.0006422501197162	0.0038531154060587	1.122627869313502	1.0969578969216656	1.1360929620062794	0.0022293800659483	0.0	1.29158860261595	1.0651460031722353
ERR190420	1	1	1	1	1	1	1	1	1	1	0.0	0.0015827095090577	0.0	1.1524543949665471	1.2014358601305462	1.2312713568108795	0.0059655080271915	0.0080223444506955	1.4170226410657547	1.0759640758113889
ERR190421	1	1	1	1	1	1	1	1	1	1	1.1275068973093536	0.8391815855505336	0.0	1.1339271899710337	1.197234490409338	1.27277152787638	0.9981743479003063	1.2782744814645226	0.0978053753234935	1.024484757766953
ERR190422	1	1	1	1	1	1	1	1	2	1	0.0046722648119664	0.0013451961430766	0.0	1.1172439252699071	1.1137830060799567	1.154045406980272	0.0050671336781261	0.0011680441353707	2.78896470623865	1.140351189753638
ERR190423	1	1	1	1	1	1	1	1	1	1	1.2224956644828875	1.1501222614713926	1.2529003758711563	1.145484974434312	1.1527329389348004	1.239348509005956	1.0738970352080566	1.2550051601851	1.3226168668077125	1.1619087288362362
ERR190425	1	1	1	1	1	1	1	1	2	1	1.160997862132313	1.1707226724149753	1.115692007153265	1.1065715826020903	1.097093445295945	1.16616980317687	1.0660076216720755	1.4448898497407008	2.362984817161524	1.1327300347371818
ERR190428	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.4360435284673605	0.8217395267037425	0.422316091898197	1.7905848873884247	1.4044777533403012	2.13750747005504	2.131263391753568	1.4358376775458008	1.0263529871998585	0.6893740887704872
ERR190430	1	1	1	1	1	1	1	1	1	1	1.1028310014885885	1.214257314491253	1.252990243198337	1.0437009344631962	1.0704926652045723	1.1572693178698523	1.0900945894417924	1.3557655495620378	1.250340103179032	1.0608565134436836
ERR190432	1	1	1	1	1	1	1	1	1	1	1.2041082713680755	1.1558944522114825	1.2551572965463051	1.0833558698161656	1.207369118499844	1.243555594673552	1.1880410915284725	1.3001722187772355	1.3153913393879593	1.1954939313825788
ERR190433	1	1	1	1	1	1	1	1	1	1	1.152798567447398	1.1176005096476316	1.2662456822973245	1.152487643391812	1.1932562452607014	1.2281275937374267	1.1019990827186184	1.2405381439039058	1.343944968610859	1.102059599182882
ERR190434	1	1	1	1	1	1	1	1	1	1	1.1744474377826386	1.1818025453411636	1.2125966369872565	1.1815745479588269	1.1980532182717163	1.1537205290750463	1.076473754755939	1.2901700109902046	1.26970955007726	1.0218353538039358
ERR190435	1	1	1	1	1	1	1	1	1	1	1.150732014209802	1.1274870207470853	1.2236359899675306	1.067155711058759	1.1640540698948207	1.2226724823805863	1.1209515980202116	1.2757747739557117	1.3828536301059031	1.033949805079634
ERR190436	1	1	1	1	1	1	1	1	1	1	1.169322108633534	1.158514592650588	1.272063282709075	1.222205070808988	1.2037058125767093	1.158018315995064	1.140955867853937	1.2414456812893648	1.2857176271911614	1.1011299725909034
ERR190437	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.8943720445444121	1.309719576600696	0.3192006125854029	2.283709274080199	1.2310194341410086	1.3523181685228125	0.8671093393105933	0.6387119076762615	0.12905748181476	0.5183041452071564
ERR190438	1	1	1	1	1	1	1	1	1	1	1.205520815063276	1.157030044247661	1.1728655740941192	1.1417604070413117	1.1852447350075743	1.2787679318363143	1.0781529933594234	1.2077797377733046	1.3300199073242802	1.0623712365307465
ERR190439	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.0	1.972609909281207	2.626740947075181	1.7696457893502044	1.3280479210711629	0.0	1.7531954450383265	1.754010695187147	1.771307818736774	0.0
ERR190440	1	1	1	1	1	1	1	1	1	1	1.241663879207971	1.1732542393821177	1.196442832752442	1.130940946129357	1.1649066174392415	1.194170211278696	1.0704854559975847	1.4071515276077058	1.415226047852825	1.093797192377047
ERR190441	1	1	1	1	1	1	1	1	1	1	1.089878063499824	0.8051792431660951	0.0073872641520644	1.0973746338027577	1.1832141452217595	1.2302003712321588	1.0015290713294849	1.2501125610451718	0.0136847653346333	1.150940147917198
ERR190442	1	1	1	1	1	1	1	1	1	1	1.3103871373332243	0.8192597663206252	0.003694206436831	1.080213991535916	1.1507153290053709	1.0886256128314904	1.139914404202253	1.208072690367323	0.0149452069790592	1.0825241182590186
ERR190443	1	1	1	1	1	1	1	1	1	1	0.0073411645139428	0.0011682646616172	0.0	1.1374871550274783	1.1768325166460858	1.274041416787128	0.0010568352077497	0.0	1.2784811019344944	1.2338856391988329
ERR190444	1	1	1	1	1	1	1	1	1	1	1.0125582717913293	1.1530635536705964	1.30790362300937	0.9629027905051666	1.0281861435085646	1.1207360117508287	1.0607690843368784	1.5256519776326585	1.305579289285238	1.182546208917426
ERR190446	1	1	1	1	1	1	1	1	1	1	1.1920722144905411	0.873924257750717	0.0	1.1853008231377504	1.2945072437948388	1.321969428213126	0.9376999209594128	1.0720445353578103	1.552154274104061	1.1780486340210017
ERR190447	1	1	1	1	1	1	1	1	1	1	1.1694167909367132	0.8336021758130695	0.0	1.1691532103060058	1.189486117678136	1.153858678187725	0.9822715375974556	1.0355729123270003	0.0029352364507366	1.1859310871742152
ERR190448	1	1	1	1	1	1	1	1	2	1	1.230918465452717	1.1805347100631514	1.2095737266136068	1.1161531524366908	1.1810325298543485	1.252815412712433	1.066212555179747	1.3075981836152717	3.758336843744505	1.0437813217353875
ERR190449	1	1	1	1	1	1	1	1	1	1	1.1392736095431657	0.8534475073022378	0.0	1.1587613667107692	1.1488788887109758	1.2896872546892617	1.0351178936658665	1.2799748475086872	0.0043626701338194	1.1355667142203114
ERR190450	1	1	1	1	1	1	1	1	2	1	1.1799637795882942	1.1285399314596838	1.229339719645429	1.141561859931831	1.1458333788051187	1.2051275079202808	1.1095433360109006	1.3228216198847065	3.818596636656394	1.0558381985001883
ERR190451	1	1	1	1	1	1	1	1	1	1	1.2535640923682552	1.1928075009131414	1.469395563425505	1.1450186658879822	1.1732615426208342	1.2023631635316083	1.133755322417236	1.2727247388252287	1.2895285896516355	1.121364365033234
ERR190452	1	1	1	1	1	1	1	1	2	1	1.1711201465632908	1.1702085967595846	1.176948861267672	1.0668830178257571	1.2055611498002	1.2203118088358471	1.056952518771929	1.2328108468430656	4.067313152882866	1.066710230194748
ERR190454	1	1	1	1	1	1	1	1	2	1	1.268288877050579	1.1831685415734452	1.2169564516131692	1.153288697944474	1.2511581789451545	1.2147368715637323	1.082495903218029	1.242683386460283	2.549130406987394	1.0540981846394144
ERR190455	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.5207049473017349	0.4886625561830129	0.2171560161197469	1.0872823705753498	0.8153302567060866	2.174690112424332	1.7377483443708626	0.6515055558754109	0.0	1.7706841919962453
ERR190456	1	1	1	1	1	1	1	1	1	1	1.2120502383358656	1.1133095258038304	1.221381115350079	1.1607683706081393	1.152502787209989	1.2216221869376522	1.128076502038038	1.349008140622673	1.2980796192008126	1.096248428680605
ERR190457	1	1	1	1	1	1	1	1	2	1	1.1805061698739925	1.1529863818996766	1.122014876725304	1.1503982087934752	1.2562882408889169	1.203169577424799	0.99967245860121	1.3091614663006077	4.188150574368479	1.2534898765965254
ERR190458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.0	1.0177841215955588	1.1627172195892608	1.3188298822889593	1.3561773057922004	0.2934152697289106	0.0	2.0364028998920314	2.2059339545401437	0.7428706475500252
ERR190459	1	1	1	1	1	1	1	1	1	1	1.221895969177997	1.1608070560533783	1.2750081490429337	1.170814658100858	1.1913558553264476	1.152871140888646	1.1234071994440182	1.2815847476522824	1.2806902004945289	1.1313944173642363
ERR190461	1	1	1	1	1	1	1	1	1	1	1.2039219879364016	1.1062803291025505	1.13778946488922	1.1037241355868488	1.1774998131962502	1.2828149091575094	1.138666778314836	1.2076613075798497	1.254590506803401	1.0099470852014143
ERR190462	1	1	1	1	1	1	1	1	1	1	1.2665829237554902	1.071710522068187	1.2206575320344093	1.1477993199565228	1.2646554751698311	1.3644788405451929	1.0994116299683137	1.0950088201811516	1.411030664094173	1.0814647734976868
ERR190464	1	1	1	1	1	1	1	1	1	1	1.1919364950495877	0.786294097628132	0.0	1.2094112927976397	1.1870858205132957	1.2818408934743135	0.8858514316965296	1.1991744533957411	0.002398976132942	1.0879493704863898
ERR190466	1	1	1	1	1	1	1	1	1	1	1.1518550477090517	1.17970846368448	1.1862659772173827	1.0876114168982178	1.223065532782282	1.1954986749169123	1.222759441625282	1.3789473028199415	1.3091715882598527	1.1782673858126989
ERR190467	1	1	1	1	1	1	1	1	1	1	1.0910184610053175	1.1012964970183945	1.1297138164899525	1.1099687666206666	1.198811816266218	1.3556834342687896	1.011576805771306	1.1869221069281135	0.0060711570253679	1.2007783997580286
ERR190468	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.9567229954662154	1.2260703291123132	1.4356762243085466	1.92787094713304	1.0238574624480632	1.084669946961464	1.4354030570178171	1.076552292763363	0.2424398238904771	0.9801221255034404
ERR190469	1	1	1	1	1	1	1	1	1	1	1.157177484526768	1.093330793148109	1.2921692204027082	1.1463993832714443	1.114392595608404	1.191951090891338	1.0463578582770272	1.348078113721855	1.333012320505586	1.1179908838439554
ERR190470	1	1	1	1	1	1	1	1	1	1	1.0762195811070827	0.8214884730284434	0.0109041477080818	0.9939309397799824	1.030142523204442	1.0452605979366123	0.9525780708406718	1.276423070116136	0.0129219009693409	1.0875418434002784
ERR190471	1	1	1	1	1	1	1	1	1	1	1.1428041695994724	0.8777525450232323	0.0052771156894918	1.1804008874134146	1.145838782633117	1.3081721783367932	1.0633684911140522	1.3898357475019854	0.0133789772564107	1.0471506675301696
ERR190472	1	1	1	1	1	1	1	1	1	1	1.2976336420818069	1.1506550646162814	1.251585769985906	1.1553750027802543	1.2513309023857768	1.3707248763691335	1.0209382249440844	1.3181864030449215	1.2866374847826825	1.222927198573645
ERR190473	1	1	1	1	1	1	1	1	2	1	1.2873180292014317	1.1232664522767628	1.2113691975183205	1.1613495146967572	1.180648498147002	1.2077655098383886	1.0948982363329	1.135317255209557	3.949627490004874	1.051633244627059
ERR190474	1	1	1	1	1	1	1	1	2	1	1.2855258490603338	1.1794016535337848	1.2350456504409677	1.1935662497277668	1.2471872151601648	1.2870231930531335	1.003883402560573	1.154113332326728	3.9271101366204575	1.2145300646307144
