accession	layout	r1_url	r2_url	biosample	read_count	stratum
ERR3826572	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826572/ERR3826572_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826572/ERR3826572_2.fastq.gz	SAMEA5672935	1592056	u
ERR3826573	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826573/ERR3826573_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826573/ERR3826573_2.fastq.gz	SAMEA5672936	1006775	u
ERR3826574	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826574/ERR3826574_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826574/ERR3826574_2.fastq.gz	SAMEA5672937	1926029	u
ERR3826577	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826577/ERR3826577_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826577/ERR3826577_2.fastq.gz	SAMEA5672940	1716006	u
ERR3826579	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826579/ERR3826579_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826579/ERR3826579_2.fastq.gz	SAMEA5672942	942438	u
ERR3826582	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826582/ERR3826582_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826582/ERR3826582_2.fastq.gz	SAMEA5672945	913334	u
ERR3826584	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826584/ERR3826584_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826584/ERR3826584_2.fastq.gz	SAMEA5672947	1284948	u
ERR3826585	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826585/ERR3826585_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826585/ERR3826585_2.fastq.gz	SAMEA5672948	1011997	u
ERR3826590	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826590/ERR3826590_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826590/ERR3826590_2.fastq.gz	SAMEA5672953	1387072	u
ERR3826591	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826591/ERR3826591_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826591/ERR3826591_2.fastq.gz	SAMEA5672954	1301428	u
ERR3826592	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826592/ERR3826592_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826592/ERR3826592_2.fastq.gz	SAMEA5672955	1344031	u
ERR3826593	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826593/ERR3826593_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826593/ERR3826593_2.fastq.gz	SAMEA5672956	1269115	u
ERR3826595	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826595/ERR3826595_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826595/ERR3826595_2.fastq.gz	SAMEA5672958	1181368	u
ERR3826596	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826596/ERR3826596_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826596/ERR3826596_2.fastq.gz	SAMEA5672959	1159184	u
ERR3826597	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826597/ERR3826597_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826597/ERR3826597_2.fastq.gz	SAMEA5672960	1089185	u
ERR3826599	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826599/ERR3826599_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826599/ERR3826599_2.fastq.gz	SAMEA5672962	1213997	u
ERR3826605	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826605/ERR3826605_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826605/ERR3826605_2.fastq.gz	SAMEA5672968	640545	u
ERR3826606	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826606/ERR3826606_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826606/ERR3826606_2.fastq.gz	SAMEA5672969	781220	u
ERR3826607	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826607/ERR3826607_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826607/ERR3826607_2.fastq.gz	SAMEA5672970	823188	u
ERR3826609	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826609/ERR3826609_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826609/ERR3826609_2.fastq.gz	SAMEA5672972	579245	u
ERR3826612	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826612/ERR3826612_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826612/ERR3826612_2.fastq.gz	SAMEA5672975	734256	u
ERR3826614	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826614/ERR3826614_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826614/ERR3826614_2.fastq.gz	SAMEA5672977	617739	u
ERR3826615	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826615/ERR3826615_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826615/ERR3826615_2.fastq.gz	SAMEA5672978	671095	u
ERR3826619	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826619/ERR3826619_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826619/ERR3826619_2.fastq.gz	SAMEA5672982	733002	u
ERR3826621	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826621/ERR3826621_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826621/ERR3826621_2.fastq.gz	SAMEA5672984	1140834	u
ERR3826622	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826622/ERR3826622_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826622/ERR3826622_2.fastq.gz	SAMEA5672985	1252085	u
ERR3826623	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826623/ERR3826623_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826623/ERR3826623_2.fastq.gz	SAMEA5672986	1206419	u
ERR3826627	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826627/ERR3826627_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826627/ERR3826627_2.fastq.gz	SAMEA5672990	1540666	u
ERR3826632	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826632/ERR3826632_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826632/ERR3826632_2.fastq.gz	SAMEA5672995	1220745	u
ERR3826635	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826635/ERR3826635_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826635/ERR3826635_2.fastq.gz	SAMEA5672998	996791	u
ERR3826637	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826637/ERR3826637_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826637/ERR3826637_2.fastq.gz	SAMEA5673000	1030583	u
ERR3826638	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826638/ERR3826638_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826638/ERR3826638_2.fastq.gz	SAMEA5673001	1431146	u
ERR3826639	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826639/ERR3826639_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826639/ERR3826639_2.fastq.gz	SAMEA5673002	990214	u
ERR3826641	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826641/ERR3826641_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826641/ERR3826641_2.fastq.gz	SAMEA5673004	1302900	u
ERR3826647	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826647/ERR3826647_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826647/ERR3826647_2.fastq.gz	SAMEA5673010	1046441	u
ERR3826648	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826648/ERR3826648_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826648/ERR3826648_2.fastq.gz	SAMEA5673011	1162682	u
ERR3826649	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826649/ERR3826649_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826649/ERR3826649_2.fastq.gz	SAMEA5673012	1207289	u
ERR3826650	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826650/ERR3826650_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826650/ERR3826650_2.fastq.gz	SAMEA5673013	1165888	u
ERR3826653	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826653/ERR3826653_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826653/ERR3826653_2.fastq.gz	SAMEA5673016	1114663	u
ERR3826654	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826654/ERR3826654_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826654/ERR3826654_2.fastq.gz	SAMEA5673017	1393480	u
ERR3826656	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826656/ERR3826656_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826656/ERR3826656_2.fastq.gz	SAMEA5673019	641725	u
ERR3826657	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826657/ERR3826657_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826657/ERR3826657_2.fastq.gz	SAMEA5673020	1070798	u
ERR3826659	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826659/ERR3826659_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826659/ERR3826659_2.fastq.gz	SAMEA5673022	1115952	u
ERR3826662	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826662/ERR3826662_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826662/ERR3826662_2.fastq.gz	SAMEA5673025	967478	u
ERR3826663	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826663/ERR3826663_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826663/ERR3826663_2.fastq.gz	SAMEA5673026	1680879	u
ERR3826666	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826666/ERR3826666_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826666/ERR3826666_2.fastq.gz	SAMEA5673029	997582	u
ERR3826668	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826668/ERR3826668_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826668/ERR3826668_2.fastq.gz	SAMEA5673031	1039245	u
ERR3826670	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826670/ERR3826670_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826670/ERR3826670_2.fastq.gz	SAMEA5673033	779618	u
ERR3826671	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826671/ERR3826671_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826671/ERR3826671_2.fastq.gz	SAMEA5673034	1878482	u
ERR3826673	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826673/ERR3826673_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826673/ERR3826673_2.fastq.gz	SAMEA5673036	1173951	u
ERR3826674	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826674/ERR3826674_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826674/ERR3826674_2.fastq.gz	SAMEA5673037	862156	u
ERR3826681	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826681/ERR3826681_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826681/ERR3826681_2.fastq.gz	SAMEA5673044	744413	u
ERR3826683	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826683/ERR3826683_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826683/ERR3826683_2.fastq.gz	SAMEA5673046	729730	u
ERR3826685	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826685/ERR3826685_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826685/ERR3826685_2.fastq.gz	SAMEA5673048	932310	u
ERR3826686	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826686/ERR3826686_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826686/ERR3826686_2.fastq.gz	SAMEA5673049	786198	u
ERR3826687	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826687/ERR3826687_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826687/ERR3826687_2.fastq.gz	SAMEA5673050	843741	u
ERR3826690	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826690/ERR3826690_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826690/ERR3826690_2.fastq.gz	SAMEA5673053	1031447	u
ERR3826691	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826691/ERR3826691_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826691/ERR3826691_2.fastq.gz	SAMEA5673054	1197490	u
ERR3826693	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826693/ERR3826693_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826693/ERR3826693_2.fastq.gz	SAMEA5673056	1010362	u
ERR3826694	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826694/ERR3826694_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826694/ERR3826694_2.fastq.gz	SAMEA5673057	1163534	u
ERR3826696	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826696/ERR3826696_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826696/ERR3826696_2.fastq.gz	SAMEA5673059	888480	u
ERR3826697	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826697/ERR3826697_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826697/ERR3826697_2.fastq.gz	SAMEA5673060	973710	u
ERR3826698	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826698/ERR3826698_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826698/ERR3826698_2.fastq.gz	SAMEA5673061	1094868	u
ERR3826699	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826699/ERR3826699_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826699/ERR3826699_2.fastq.gz	SAMEA5673062	1087982	u
ERR3826701	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826701/ERR3826701_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826701/ERR3826701_2.fastq.gz	SAMEA5673064	1161418	u
ERR3826702	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826702/ERR3826702_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826702/ERR3826702_2.fastq.gz	SAMEA5673065	1180595	u
ERR3826704	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826704/ERR3826704_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826704/ERR3826704_2.fastq.gz	SAMEA5673067	1028931	u
ERR3826707	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826707/ERR3826707_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826707/ERR3826707_2.fastq.gz	SAMEA5673070	750936	u
ERR3826714	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826714/ERR3826714_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826714/ERR3826714_2.fastq.gz	SAMEA5673077	766923	u
ERR3826716	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826716/ERR3826716_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826716/ERR3826716_2.fastq.gz	SAMEA5673087	971349	u
ERR3826718	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826718/ERR3826718_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826718/ERR3826718_2.fastq.gz	SAMEA5673089	936691	u
ERR3826720	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826720/ERR3826720_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826720/ERR3826720_2.fastq.gz	SAMEA5673079	739100	u
ERR3826722	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826722/ERR3826722_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826722/ERR3826722_2.fastq.gz	SAMEA5673081	759713	u
ERR3826726	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826726/ERR3826726_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826726/ERR3826726_2.fastq.gz	SAMEA5673085	873988	u
ERR3826727	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826727/ERR3826727_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826727/ERR3826727_2.fastq.gz	SAMEA5673086	887731	u
ERR3826730	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826730/ERR3826730_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826730/ERR3826730_2.fastq.gz	SAMEA5672321	1069386	u
ERR3826731	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826731/ERR3826731_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826731/ERR3826731_2.fastq.gz	SAMEA5672322	1392319	u
ERR3826732	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826732/ERR3826732_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826732/ERR3826732_2.fastq.gz	SAMEA5672323	1644639	u
ERR3826734	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826734/ERR3826734_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826734/ERR3826734_2.fastq.gz	SAMEA5672325	1791175	u
ERR3826737	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826737/ERR3826737_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826737/ERR3826737_2.fastq.gz	SAMEA5672328	1929540	u
ERR3826740	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826740/ERR3826740_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/000/ERR3826740/ERR3826740_2.fastq.gz	SAMEA5672331	1170229	u
ERR3826742	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826742/ERR3826742_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/002/ERR3826742/ERR3826742_2.fastq.gz	SAMEA5672333	1467241	u
ERR3826743	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826743/ERR3826743_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/003/ERR3826743/ERR3826743_2.fastq.gz	SAMEA5672334	1603195	u
ERR3826744	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826744/ERR3826744_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826744/ERR3826744_2.fastq.gz	SAMEA5672343	1137124	u
ERR3826745	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826745/ERR3826745_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826745/ERR3826745_2.fastq.gz	SAMEA5672336	1052706	u
ERR3826747	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826747/ERR3826747_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826747/ERR3826747_2.fastq.gz	SAMEA5672339	1162283	u
ERR3826748	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826748/ERR3826748_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3826748/ERR3826748_2.fastq.gz	SAMEA5672340	1169949	u
ERR3826749	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826749/ERR3826749_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826749/ERR3826749_2.fastq.gz	SAMEA5672342	1248229	u
ERR3826754	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826754/ERR3826754_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826754/ERR3826754_2.fastq.gz	SAMEA5672349	1521449	u
ERR3826755	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826755/ERR3826755_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826755/ERR3826755_2.fastq.gz	SAMEA5672350	1429146	u
ERR3826756	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826756/ERR3826756_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826756/ERR3826756_2.fastq.gz	SAMEA5672351	1441721	u
ERR3826757	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826757/ERR3826757_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/007/ERR3826757/ERR3826757_2.fastq.gz	SAMEA5672352	1444030	u
ERR3826759	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826759/ERR3826759_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/009/ERR3826759/ERR3826759_2.fastq.gz	SAMEA5672354	1154444	u
ERR3826761	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826761/ERR3826761_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826761/ERR3826761_2.fastq.gz	SAMEA5672356	1450168	u
ERR3826764	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826764/ERR3826764_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/004/ERR3826764/ERR3826764_2.fastq.gz	SAMEA5672359	1557997	u
ERR3826765	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826765/ERR3826765_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/005/ERR3826765/ERR3826765_2.fastq.gz	SAMEA5672360	1350815	u
ERR3826766	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826766/ERR3826766_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/006/ERR3826766/ERR3826766_2.fastq.gz	SAMEA5672361	857125	u
ERR3826771	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826771/ERR3826771_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/001/ERR3826771/ERR3826771_2.fastq.gz	SAMEA5672366	1037224	u
