accession	layout	r1_url	r2_url
ERR4920578	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920578/ERR4920578_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920578/ERR4920578_2.fastq.gz
ERR4920581	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920581/ERR4920581_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920581/ERR4920581_2.fastq.gz
ERR4920582	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920582/ERR4920582_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920582/ERR4920582_2.fastq.gz
ERR4920583	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/003/ERR4920583/ERR4920583_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/003/ERR4920583/ERR4920583_2.fastq.gz
ERR4920584	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920584/ERR4920584_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920584/ERR4920584_2.fastq.gz
ERR4920586	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920586/ERR4920586_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920586/ERR4920586_2.fastq.gz
ERR4920588	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920588/ERR4920588_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920588/ERR4920588_2.fastq.gz
ERR4920592	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920592/ERR4920592_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920592/ERR4920592_2.fastq.gz
ERR4920597	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920597/ERR4920597_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920597/ERR4920597_2.fastq.gz
ERR4920598	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920598/ERR4920598_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920598/ERR4920598_2.fastq.gz
ERR4920599	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920599/ERR4920599_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920599/ERR4920599_2.fastq.gz
ERR4920600	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/000/ERR4920600/ERR4920600_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/000/ERR4920600/ERR4920600_2.fastq.gz
ERR4920601	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920601/ERR4920601_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920601/ERR4920601_2.fastq.gz
ERR4920602	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920602/ERR4920602_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920602/ERR4920602_2.fastq.gz
ERR4920604	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920604/ERR4920604_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920604/ERR4920604_2.fastq.gz
ERR4920605	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/005/ERR4920605/ERR4920605_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/005/ERR4920605/ERR4920605_2.fastq.gz
ERR4920606	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920606/ERR4920606_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920606/ERR4920606_2.fastq.gz
ERR4920608	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920608/ERR4920608_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920608/ERR4920608_2.fastq.gz
ERR4920609	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920609/ERR4920609_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920609/ERR4920609_2.fastq.gz
ERR4920610	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/000/ERR4920610/ERR4920610_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/000/ERR4920610/ERR4920610_2.fastq.gz
ERR4920611	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920611/ERR4920611_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920611/ERR4920611_2.fastq.gz
ERR4920613	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/003/ERR4920613/ERR4920613_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/003/ERR4920613/ERR4920613_2.fastq.gz
ERR4920614	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920614/ERR4920614_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920614/ERR4920614_2.fastq.gz
ERR4920616	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920616/ERR4920616_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920616/ERR4920616_2.fastq.gz
ERR4920617	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920617/ERR4920617_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920617/ERR4920617_2.fastq.gz
ERR4920619	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920619/ERR4920619_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920619/ERR4920619_2.fastq.gz
ERR4920620	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/000/ERR4920620/ERR4920620_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/000/ERR4920620/ERR4920620_2.fastq.gz
ERR4920621	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920621/ERR4920621_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920621/ERR4920621_2.fastq.gz
ERR4920622	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920622/ERR4920622_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920622/ERR4920622_2.fastq.gz
ERR4920624	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920624/ERR4920624_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920624/ERR4920624_2.fastq.gz
ERR4920627	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920627/ERR4920627_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920627/ERR4920627_2.fastq.gz
ERR4968611	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/001/ERR4968611/ERR4968611_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/001/ERR4968611/ERR4968611_2.fastq.gz
ERR4968612	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/002/ERR4968612/ERR4968612_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/002/ERR4968612/ERR4968612_2.fastq.gz
ERR4968613	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/003/ERR4968613/ERR4968613_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/003/ERR4968613/ERR4968613_2.fastq.gz
ERR4968614	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/004/ERR4968614/ERR4968614_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/004/ERR4968614/ERR4968614_2.fastq.gz
ERR4968615	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968615/ERR4968615_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968615/ERR4968615_2.fastq.gz
ERR4968616	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/006/ERR4968616/ERR4968616_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/006/ERR4968616/ERR4968616_2.fastq.gz
ERR4968617	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/007/ERR4968617/ERR4968617_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/007/ERR4968617/ERR4968617_2.fastq.gz
ERR4968619	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/009/ERR4968619/ERR4968619_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/009/ERR4968619/ERR4968619_2.fastq.gz
ERR4968620	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/000/ERR4968620/ERR4968620_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/000/ERR4968620/ERR4968620_2.fastq.gz
ERR4968622	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/002/ERR4968622/ERR4968622_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/002/ERR4968622/ERR4968622_2.fastq.gz
ERR4968623	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/003/ERR4968623/ERR4968623_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/003/ERR4968623/ERR4968623_2.fastq.gz
ERR4968624	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/004/ERR4968624/ERR4968624_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/004/ERR4968624/ERR4968624_2.fastq.gz
ERR4968625	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968625/ERR4968625_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968625/ERR4968625_2.fastq.gz
ERR4968626	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/006/ERR4968626/ERR4968626_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/006/ERR4968626/ERR4968626_2.fastq.gz
ERR4968627	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/007/ERR4968627/ERR4968627_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/007/ERR4968627/ERR4968627_2.fastq.gz
ERR4968628	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/008/ERR4968628/ERR4968628_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/008/ERR4968628/ERR4968628_2.fastq.gz
ERR4968629	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/009/ERR4968629/ERR4968629_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/009/ERR4968629/ERR4968629_2.fastq.gz
ERR4968635	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968635/ERR4968635_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968635/ERR4968635_2.fastq.gz
ERR4968637	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/007/ERR4968637/ERR4968637_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/007/ERR4968637/ERR4968637_2.fastq.gz
ERR4968638	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/008/ERR4968638/ERR4968638_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/008/ERR4968638/ERR4968638_2.fastq.gz
ERR4968639	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/009/ERR4968639/ERR4968639_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/009/ERR4968639/ERR4968639_2.fastq.gz
ERR4968648	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/008/ERR4968648/ERR4968648_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/008/ERR4968648/ERR4968648_2.fastq.gz
ERR4968649	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/009/ERR4968649/ERR4968649_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/009/ERR4968649/ERR4968649_2.fastq.gz
ERR4968650	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/000/ERR4968650/ERR4968650_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/000/ERR4968650/ERR4968650_2.fastq.gz
ERR4968655	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968655/ERR4968655_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968655/ERR4968655_2.fastq.gz
ERR4968660	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/000/ERR4968660/ERR4968660_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/000/ERR4968660/ERR4968660_2.fastq.gz
ERR4968661	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/001/ERR4968661/ERR4968661_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/001/ERR4968661/ERR4968661_2.fastq.gz
ERR4968662	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/002/ERR4968662/ERR4968662_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/002/ERR4968662/ERR4968662_2.fastq.gz
ERR4968665	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968665/ERR4968665_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/005/ERR4968665/ERR4968665_2.fastq.gz
ERR4968666	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/006/ERR4968666/ERR4968666_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/006/ERR4968666/ERR4968666_2.fastq.gz
ERR4968667	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/007/ERR4968667/ERR4968667_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/007/ERR4968667/ERR4968667_2.fastq.gz
ERR4968670	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/000/ERR4968670/ERR4968670_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR496/000/ERR4968670/ERR4968670_2.fastq.gz
ERR497024	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR497/ERR497024/ERR497024_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR497/ERR497024/ERR497024_2.fastq.gz
ERR4981884	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/004/ERR4981884/ERR4981884_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/004/ERR4981884/ERR4981884_2.fastq.gz
ERR4981885	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/005/ERR4981885/ERR4981885_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/005/ERR4981885/ERR4981885_2.fastq.gz
ERR4981886	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/006/ERR4981886/ERR4981886_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/006/ERR4981886/ERR4981886_2.fastq.gz
ERR4981888	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/008/ERR4981888/ERR4981888_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/008/ERR4981888/ERR4981888_2.fastq.gz
ERR4981892	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/002/ERR4981892/ERR4981892_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/002/ERR4981892/ERR4981892_2.fastq.gz
ERR4981893	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/003/ERR4981893/ERR4981893_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/003/ERR4981893/ERR4981893_2.fastq.gz
ERR4981898	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/008/ERR4981898/ERR4981898_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/008/ERR4981898/ERR4981898_2.fastq.gz
ERR4981905	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/005/ERR4981905/ERR4981905_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/005/ERR4981905/ERR4981905_2.fastq.gz
ERR4981949	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/009/ERR4981949/ERR4981949_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/009/ERR4981949/ERR4981949_2.fastq.gz
ERR4981986	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/006/ERR4981986/ERR4981986_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/006/ERR4981986/ERR4981986_2.fastq.gz
ERR4982115	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/005/ERR4982115/ERR4982115_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/005/ERR4982115/ERR4982115_2.fastq.gz
ERR4993028	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993028/ERR4993028_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993028/ERR4993028_2.fastq.gz
ERR4993029	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993029/ERR4993029_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993029/ERR4993029_2.fastq.gz
ERR4993033	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993033/ERR4993033_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993033/ERR4993033_2.fastq.gz
ERR4993036	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993036/ERR4993036_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993036/ERR4993036_2.fastq.gz
ERR4993040	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993040/ERR4993040_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993040/ERR4993040_2.fastq.gz
ERR4993043	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993043/ERR4993043_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993043/ERR4993043_2.fastq.gz
ERR4993050	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993050/ERR4993050_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993050/ERR4993050_2.fastq.gz
ERR4993061	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993061/ERR4993061_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993061/ERR4993061_2.fastq.gz
ERR4993062	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993062/ERR4993062_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993062/ERR4993062_2.fastq.gz
ERR4993063	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993063/ERR4993063_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993063/ERR4993063_2.fastq.gz
ERR4993066	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993066/ERR4993066_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993066/ERR4993066_2.fastq.gz
ERR4993075	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993075/ERR4993075_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993075/ERR4993075_2.fastq.gz
ERR4993079	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993079/ERR4993079_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993079/ERR4993079_2.fastq.gz
ERR4993080	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993080/ERR4993080_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993080/ERR4993080_2.fastq.gz
ERR4993093	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993093/ERR4993093_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993093/ERR4993093_2.fastq.gz
ERR4993094	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993094/ERR4993094_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993094/ERR4993094_2.fastq.gz
ERR4993099	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993099/ERR4993099_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993099/ERR4993099_2.fastq.gz
ERR4993100	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993100/ERR4993100_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993100/ERR4993100_2.fastq.gz
ERR4993101	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993101/ERR4993101_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993101/ERR4993101_2.fastq.gz
ERR4993103	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993103/ERR4993103_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993103/ERR4993103_2.fastq.gz
ERR4993104	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993104/ERR4993104_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993104/ERR4993104_2.fastq.gz
ERR4993105	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993105/ERR4993105_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993105/ERR4993105_2.fastq.gz
ERR4993106	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993106/ERR4993106_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993106/ERR4993106_2.fastq.gz
ERR4993107	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993107/ERR4993107_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993107/ERR4993107_2.fastq.gz
ERR4993108	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993108/ERR4993108_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993108/ERR4993108_2.fastq.gz
ERR4993109	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993109/ERR4993109_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993109/ERR4993109_2.fastq.gz
ERR4993110	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993110/ERR4993110_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993110/ERR4993110_2.fastq.gz
ERR4993111	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993111/ERR4993111_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993111/ERR4993111_2.fastq.gz
ERR4993112	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993112/ERR4993112_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993112/ERR4993112_2.fastq.gz
ERR4993113	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993113/ERR4993113_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993113/ERR4993113_2.fastq.gz
ERR4993114	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993114/ERR4993114_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993114/ERR4993114_2.fastq.gz
ERR4993115	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993115/ERR4993115_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993115/ERR4993115_2.fastq.gz
ERR4993117	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993117/ERR4993117_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993117/ERR4993117_2.fastq.gz
ERR5037496	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/006/ERR5037496/ERR5037496_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/006/ERR5037496/ERR5037496_2.fastq.gz
ERR5037505	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/005/ERR5037505/ERR5037505_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/005/ERR5037505/ERR5037505_2.fastq.gz
