accession	layout	r1_url	r2_url
DRR150325	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150325/DRR150325_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150325/DRR150325_2.fastq.gz
DRR150339	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150339/DRR150339_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150339/DRR150339_2.fastq.gz
DRR150346	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150346/DRR150346_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150346/DRR150346_2.fastq.gz
DRR150347	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150347/DRR150347_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150347/DRR150347_2.fastq.gz
DRR150413	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150413/DRR150413_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150413/DRR150413_2.fastq.gz
DRR150690	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150690/DRR150690_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150690/DRR150690_2.fastq.gz
DRR201956	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR201/DRR201956/DRR201956_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR201/DRR201956/DRR201956_2.fastq.gz
ERR024818	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024818/ERR024818_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024818/ERR024818_2.fastq.gz
ERR024819	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024819/ERR024819_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024819/ERR024819_2.fastq.gz
ERR024821	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024821/ERR024821_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024821/ERR024821_2.fastq.gz
ERR024822	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024822/ERR024822_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024822/ERR024822_2.fastq.gz
ERR024823	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024823/ERR024823_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024823/ERR024823_2.fastq.gz
ERR024824	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024824/ERR024824_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024824/ERR024824_2.fastq.gz
ERR024826	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024826/ERR024826_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024826/ERR024826_2.fastq.gz
ERR024827	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024827/ERR024827_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024827/ERR024827_2.fastq.gz
ERR024828	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024828/ERR024828_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024828/ERR024828_2.fastq.gz
ERR024830	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024830/ERR024830_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024830/ERR024830_2.fastq.gz
ERR024833	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024833/ERR024833_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024833/ERR024833_2.fastq.gz
ERR024834	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024834/ERR024834_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024834/ERR024834_2.fastq.gz
ERR024835	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024835/ERR024835_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024835/ERR024835_2.fastq.gz
ERR024837	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024837/ERR024837_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024837/ERR024837_2.fastq.gz
ERR024838	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024838/ERR024838_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024838/ERR024838_2.fastq.gz
ERR024839	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024839/ERR024839_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024839/ERR024839_2.fastq.gz
ERR024840	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024840/ERR024840_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024840/ERR024840_2.fastq.gz
ERR024841	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024841/ERR024841_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024841/ERR024841_2.fastq.gz
ERR024844	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024844/ERR024844_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024844/ERR024844_2.fastq.gz
ERR024845	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024845/ERR024845_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024845/ERR024845_2.fastq.gz
ERR024847	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024847/ERR024847_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024847/ERR024847_2.fastq.gz
ERR024848	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024848/ERR024848_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024848/ERR024848_2.fastq.gz
ERR024851	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024851/ERR024851_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024851/ERR024851_2.fastq.gz
ERR024852	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024852/ERR024852_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024852/ERR024852_2.fastq.gz
ERR024853	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024853/ERR024853_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024853/ERR024853_2.fastq.gz
ERR024854	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024854/ERR024854_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024854/ERR024854_2.fastq.gz
ERR025098	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025098/ERR025098_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025098/ERR025098_2.fastq.gz
ERR025099	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025099/ERR025099_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025099/ERR025099_2.fastq.gz
ERR025102	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025102/ERR025102_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025102/ERR025102_2.fastq.gz
ERR025103	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025103/ERR025103_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025103/ERR025103_2.fastq.gz
ERR025104	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025104/ERR025104_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025104/ERR025104_2.fastq.gz
ERR025105	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025105/ERR025105_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025105/ERR025105_2.fastq.gz
ERR025107	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025107/ERR025107_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025107/ERR025107_2.fastq.gz
ERR025112	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025112/ERR025112_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025112/ERR025112_2.fastq.gz
ERR025113	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025113/ERR025113_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025113/ERR025113_2.fastq.gz
ERR025114	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025114/ERR025114_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025114/ERR025114_2.fastq.gz
ERR025116	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025116/ERR025116_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025116/ERR025116_2.fastq.gz
ERR025117	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025117/ERR025117_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025117/ERR025117_2.fastq.gz
ERR025118	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025118/ERR025118_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025118/ERR025118_2.fastq.gz
ERR025119	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025119/ERR025119_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025119/ERR025119_2.fastq.gz
ERR025120	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025120/ERR025120_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025120/ERR025120_2.fastq.gz
ERR025122	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025122/ERR025122_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025122/ERR025122_2.fastq.gz
ERR025124	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025124/ERR025124_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025124/ERR025124_2.fastq.gz
ERR025125	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025125/ERR025125_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025125/ERR025125_2.fastq.gz
ERR025126	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025126/ERR025126_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025126/ERR025126_2.fastq.gz
ERR025128	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025128/ERR025128_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025128/ERR025128_2.fastq.gz
ERR025129	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025129/ERR025129_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025129/ERR025129_2.fastq.gz
ERR025131	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025131/ERR025131_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025131/ERR025131_2.fastq.gz
ERR025132	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025132/ERR025132_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025132/ERR025132_2.fastq.gz
ERR025133	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025133/ERR025133_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025133/ERR025133_2.fastq.gz
ERR025134	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025134/ERR025134_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025134/ERR025134_2.fastq.gz
ERR025135	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025135/ERR025135_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025135/ERR025135_2.fastq.gz
ERR025138	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025138/ERR025138_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025138/ERR025138_2.fastq.gz
ERR025139	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025139/ERR025139_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025139/ERR025139_2.fastq.gz
ERR025140	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025140/ERR025140_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025140/ERR025140_2.fastq.gz
ERR025141	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025141/ERR025141_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025141/ERR025141_2.fastq.gz
ERR025142	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025142/ERR025142_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025142/ERR025142_2.fastq.gz
ERR025143	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025143/ERR025143_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025143/ERR025143_2.fastq.gz
ERR025144	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025144/ERR025144_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025144/ERR025144_2.fastq.gz
ERR025145	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025145/ERR025145_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025145/ERR025145_2.fastq.gz
ERR025146	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025146/ERR025146_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025146/ERR025146_2.fastq.gz
ERR025147	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025147/ERR025147_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025147/ERR025147_2.fastq.gz
ERR025148	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025148/ERR025148_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025148/ERR025148_2.fastq.gz
ERR025150	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025150/ERR025150_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025150/ERR025150_2.fastq.gz
ERR025151	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025151/ERR025151_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025151/ERR025151_2.fastq.gz
ERR025152	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025152/ERR025152_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025152/ERR025152_2.fastq.gz
ERR025153	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025153/ERR025153_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025153/ERR025153_2.fastq.gz
ERR025154	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025154/ERR025154_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025154/ERR025154_2.fastq.gz
ERR025155	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025155/ERR025155_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025155/ERR025155_2.fastq.gz
ERR025156	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025156/ERR025156_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025156/ERR025156_2.fastq.gz
ERR025157	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025157/ERR025157_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025157/ERR025157_2.fastq.gz
ERR025158	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025158/ERR025158_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025158/ERR025158_2.fastq.gz
ERR025159	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025159/ERR025159_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025159/ERR025159_2.fastq.gz
ERR025160	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025160/ERR025160_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025160/ERR025160_2.fastq.gz
ERR025161	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025161/ERR025161_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025161/ERR025161_2.fastq.gz
ERR025462	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025462/ERR025462_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025462/ERR025462_2.fastq.gz
ERR025463	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025463/ERR025463_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025463/ERR025463_2.fastq.gz
ERR025464	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025464/ERR025464_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025464/ERR025464_2.fastq.gz
ERR025465	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025465/ERR025465_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025465/ERR025465_2.fastq.gz
ERR025469	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025469/ERR025469_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025469/ERR025469_2.fastq.gz
ERR025470	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025470/ERR025470_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025470/ERR025470_2.fastq.gz
ERR025473	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025473/ERR025473_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025473/ERR025473_2.fastq.gz
ERR025475	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025475/ERR025475_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025475/ERR025475_2.fastq.gz
ERR025476	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025476/ERR025476_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025476/ERR025476_2.fastq.gz
ERR025477	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025477/ERR025477_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025477/ERR025477_2.fastq.gz
ERR025478	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025478/ERR025478_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025478/ERR025478_2.fastq.gz
ERR025479	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025479/ERR025479_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025479/ERR025479_2.fastq.gz
ERR025480	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025480/ERR025480_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025480/ERR025480_2.fastq.gz
ERR025481	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025481/ERR025481_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025481/ERR025481_2.fastq.gz
ERR025482	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025482/ERR025482_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025482/ERR025482_2.fastq.gz
ERR025483	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025483/ERR025483_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025483/ERR025483_2.fastq.gz
ERR025484	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025484/ERR025484_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025484/ERR025484_2.fastq.gz
ERR025485	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025485/ERR025485_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025485/ERR025485_2.fastq.gz
ERR025486	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025486/ERR025486_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025486/ERR025486_2.fastq.gz
ERR025488	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025488/ERR025488_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025488/ERR025488_2.fastq.gz
ERR025489	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025489/ERR025489_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025489/ERR025489_2.fastq.gz
ERR025491	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025491/ERR025491_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025491/ERR025491_2.fastq.gz
ERR025492	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025492/ERR025492_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025492/ERR025492_2.fastq.gz
ERR025494	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025494/ERR025494_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025494/ERR025494_2.fastq.gz
ERR025495	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025495/ERR025495_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025495/ERR025495_2.fastq.gz
ERR025496	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025496/ERR025496_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025496/ERR025496_2.fastq.gz
ERR025497	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025497/ERR025497_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025497/ERR025497_2.fastq.gz
ERR025499	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025499/ERR025499_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025499/ERR025499_2.fastq.gz
ERR025502	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025502/ERR025502_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025502/ERR025502_2.fastq.gz
ERR025503	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025503/ERR025503_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025503/ERR025503_2.fastq.gz
ERR025504	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025504/ERR025504_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025504/ERR025504_2.fastq.gz
ERR025505	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025505/ERR025505_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025505/ERR025505_2.fastq.gz
ERR025506	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025506/ERR025506_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025506/ERR025506_2.fastq.gz
ERR025509	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025509/ERR025509_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025509/ERR025509_2.fastq.gz
ERR025510	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025510/ERR025510_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025510/ERR025510_2.fastq.gz
ERR025511	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025511/ERR025511_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025511/ERR025511_2.fastq.gz
