sample_id	Species	ST	sample_accession
SRR4198855	Klebsiella pneumoniae	ST258	SAMN05751282
SRR4198857	Klebsiella pneumoniae	ST512	SAMN05751283
SRR4198858	Klebsiella pneumoniae	ST258	SAMN05751284
SRR4198859	Klebsiella pneumoniae	ST258	SAMN05751285
SRR4198860	Klebsiella pneumoniae	ST258	SAMN05751286
SRR4198861	Klebsiella pneumoniae	ST512	SAMN05751287
SRR4198862	Klebsiella pneumoniae	ST512	SAMN05751288
SRR4198863	Klebsiella pneumoniae	ST512	SAMN05751289
SRR4198864	Klebsiella pneumoniae	ST512	SAMN05751290
SRR4198865	Klebsiella pneumoniae	ST512	SAMN05751291
SRR4198866	Klebsiella pneumoniae	ST512	SAMN05751292
SRR4198868	Klebsiella pneumoniae	ST512	SAMN05751293
SRR4198869	Klebsiella pneumoniae	ST512	SAMN05751294
SRR4198870	Klebsiella pneumoniae	ST512	SAMN05751295
SRR4198871	Klebsiella pneumoniae	ST512	SAMN05751296
SRR4198872	Klebsiella pneumoniae	ST512	SAMN05751297
SRR4198873	Klebsiella pneumoniae	ST512	SAMN05751298
SRR4198874	Klebsiella pneumoniae	ST512	SAMN05751299
SRR4198875	Klebsiella pneumoniae	ST512	SAMN05751300
SRR4198876	Klebsiella pneumoniae	ST512	SAMN05751301
SRR4198877	Klebsiella pneumoniae	ST258	SAMN05751302
SRR4198879	Klebsiella pneumoniae	ST512	SAMN05751303
SRR4198880	Klebsiella pneumoniae	ST512	SAMN05751304
SRR4198881	Klebsiella pneumoniae	ST512	SAMN05751305
SRR4198882	Klebsiella pneumoniae	ST512	SAMN05751306
SRR4198883	Klebsiella pneumoniae	ST512	SAMN05751307
SRR4198884	Klebsiella pneumoniae	ST512	SAMN05751308
SRR4198885	Klebsiella pneumoniae	ST258	SAMN05751309
SRR4198886	Klebsiella pneumoniae	ST512	SAMN05751310
SRR4198887	Klebsiella pneumoniae	ST512	SAMN05751311
SRR4198888	Klebsiella pneumoniae	ST512	SAMN05751312
SRR4198890	Klebsiella pneumoniae	ST512	SAMN05751313
SRR4198891	Klebsiella pneumoniae	ST512	SAMN05751314
SRR4198892	Klebsiella pneumoniae	ST258	SAMN05751315
SRR4198893	Klebsiella pneumoniae	ST512	SAMN05751316
SRR4198894	Klebsiella pneumoniae	ST512	SAMN05751317
SRR4198895	Klebsiella pneumoniae	ST512	SAMN05751318
SRR4198896	Klebsiella pneumoniae	ST512	SAMN05751319
SRR4198897	Klebsiella pneumoniae	ST512	SAMN05751320
SRR4198898	Klebsiella pneumoniae	ST258	SAMN05751321
SRR4198899	Klebsiella pneumoniae	ST258	SAMN05751322
SRR4198901	Klebsiella pneumoniae	ST258	SAMN05751323
SRR4198902	Klebsiella pneumoniae	ST258	SAMN05751324
SRR4198903	Klebsiella pneumoniae	ST258	SAMN05751325
SRR4198904	Klebsiella pneumoniae	ST258	SAMN05751326
SRR4198905	Klebsiella pneumoniae	ST258	SAMN05751327
SRR4198906	Klebsiella pneumoniae	ST258	SAMN05751328
SRR4198907	Klebsiella pneumoniae	ST258	SAMN05751329
SRR4198908	Klebsiella pneumoniae	ST258	SAMN05751331
SRR4198909	Klebsiella pneumoniae	ST512	SAMN05751332
SRR4198910	Klebsiella pneumoniae	ST512	SAMN05751333
SRR4198671	Klebsiella pneumoniae	ST512	SAMN05751334
SRR4198672	Klebsiella pneumoniae	ST512	SAMN05751335
SRR4198673	Klebsiella pneumoniae	ST258	SAMN05751336
SRR4198674	Klebsiella pneumoniae	ST512	SAMN05751337
SRR4198675	Klebsiella pneumoniae	ST512	SAMN05751338
SRR4198676	Klebsiella pneumoniae	ST258	SAMN05751339
SRR4198677	Klebsiella pneumoniae	ST512	SAMN05751340
SRR4198678	Klebsiella pneumoniae	ST512	SAMN05751341
SRR4198679	Klebsiella pneumoniae	ST512	SAMN05751342
SRR4198680	Klebsiella pneumoniae	ST512	SAMN05751343
SRR4198683	Klebsiella pneumoniae	ST258	SAMN05751345
SRR4198684	Klebsiella pneumoniae	ST512	SAMN05751346
SRR4198685	Klebsiella pneumoniae	ST512	SAMN05751347
SRR4198686	Klebsiella pneumoniae	ST512	SAMN05751348
SRR4198687	Klebsiella pneumoniae	ST512	SAMN05751349
SRR4198688	Klebsiella pneumoniae	ST512	SAMN05751350
SRR4198689	Klebsiella pneumoniae	ST868	SAMN05751351
SRR4198690	Klebsiella pneumoniae	ST868	SAMN05751352
SRR4198691	Klebsiella pneumoniae	ST868	SAMN05751353
SRR4198693	Klebsiella pneumoniae	ST868	SAMN05751354
SRR4198695	Klebsiella pneumoniae	ST512	SAMN05751355
SRR4198696	Klebsiella pneumoniae	ST512	SAMN05751356
SRR4198697	Klebsiella pneumoniae	ST512	SAMN05751357
SRR4198698	Klebsiella pneumoniae	ST512	SAMN05751358
SRR4198699	Klebsiella pneumoniae	ST512	SAMN05751359
SRR4198700	Klebsiella pneumoniae	ST512	SAMN05751360
SRR4198701	Klebsiella pneumoniae	ST258	SAMN05751361
SRR4198702	Klebsiella pneumoniae	ST512	SAMN05751362
SRR4198703	Klebsiella pneumoniae	ST512	SAMN05751363
SRR4198705	Klebsiella pneumoniae	ST512	SAMN05751364
SRR4198706	Klebsiella pneumoniae	ST258	SAMN05751365
SRR4198707	Klebsiella pneumoniae	ST258	SAMN05751366
SRR4198708	Klebsiella pneumoniae	ST258	SAMN05751367
SRR4198709	Klebsiella pneumoniae	ST258	SAMN05751368
SRR4198710	Klebsiella pneumoniae	ST258	SAMN05751369
SRR4198711	Klebsiella pneumoniae	ST512	SAMN05751370
SRR4198712	Klebsiella pneumoniae	ST258	SAMN05751371
SRR4198713	Klebsiella pneumoniae	ST512	SAMN05751372
SRR4198714	Klebsiella pneumoniae	ST512	SAMN05751373
SRR4198716	Klebsiella pneumoniae	ST258	SAMN05751374
SRR4198717	Klebsiella pneumoniae	ST258	SAMN05751375
SRR4198718	Klebsiella pneumoniae	ST258	SAMN05751376
SRR4198719	Klebsiella pneumoniae	ST512	SAMN05751377
SRR4198720	Klebsiella pneumoniae	ST258	SAMN05751378
SRR4198721	Klebsiella pneumoniae	ST258	SAMN05751379
SRR4198722	Klebsiella pneumoniae	ST512	SAMN05751380
SRR4198723	Klebsiella pneumoniae	ST258	SAMN05751381
SRR4198724	Klebsiella pneumoniae	ST512	SAMN05751382
SRR4198725	Klebsiella pneumoniae	ST512	SAMN05751383
SRR4198727	Klebsiella pneumoniae	ST512	SAMN05751384
SRR4198728	Klebsiella pneumoniae	ST512	SAMN05751385
SRR4198729	Klebsiella pneumoniae	ST512	SAMN05751386
SRR4198730	Klebsiella pneumoniae	ST512	SAMN05751387
SRR4198731	Klebsiella pneumoniae	ST512	SAMN05751388
SRR4198732	Klebsiella pneumoniae	ST512	SAMN05751389
SRR4198733	Klebsiella pneumoniae	ST512	SAMN05751390
SRR4198734	Klebsiella pneumoniae	ST512	SAMN05751391
SRR4198735	Klebsiella pneumoniae	ST512	SAMN05751392
SRR4198736	Klebsiella pneumoniae	ST512	SAMN05751393
SRR4198738	Klebsiella pneumoniae	ST258	SAMN05751394
SRR4198739	Klebsiella pneumoniae	ST512	SAMN05751395
SRR4198740	Klebsiella pneumoniae	ST512	SAMN05751396
SRR4198741	Klebsiella pneumoniae	ST512	SAMN05751397
SRR4198742	Klebsiella pneumoniae	ST512	SAMN05751398
SRR4198743	Klebsiella pneumoniae	ST512	SAMN05751399
SRR4198744	Klebsiella pneumoniae	ST512	SAMN05751400
SRR4198745	Klebsiella pneumoniae	ST258	SAMN05751401
SRR4198746	Klebsiella pneumoniae	ST512	SAMN05751402
SRR4198747	Klebsiella pneumoniae	ST512	SAMN05751403
SRR4198749	Klebsiella pneumoniae	ST512	SAMN05751404
SRR4198750	Klebsiella pneumoniae	ST512	SAMN05751405
SRR4198751	Klebsiella pneumoniae	ST512	SAMN05751406
SRR4198752	Klebsiella pneumoniae	ST512	SAMN05751407
SRR4198753	Klebsiella pneumoniae	ST321	SAMN05751408
SRR4198754	Klebsiella pneumoniae	ST512	SAMN05751409
SRR4198755	Klebsiella pneumoniae	ST512	SAMN05751410
SRR4198756	Klebsiella pneumoniae	ST512	SAMN05751411
SRR4198757	Klebsiella pneumoniae	ST512	SAMN05751412
SRR4198758	Klebsiella pneumoniae	ST512	SAMN05751413
SRR4198760	Klebsiella pneumoniae	ST512	SAMN05751414
SRR4198761	Klebsiella pneumoniae	ST512	SAMN05751415
SRR4198762	Klebsiella pneumoniae	ST512	SAMN05751416
SRR4198763	Klebsiella pneumoniae	ST512	SAMN05751417
SRR4198765	Klebsiella pneumoniae	ST512	SAMN05751419
SRR4198766	Klebsiella pneumoniae	ST512	SAMN05751420
SRR4198767	Klebsiella pneumoniae	ST512	SAMN05751421
SRR4198768	Klebsiella pneumoniae	ST512	SAMN05751422
SRR4198769	Klebsiella pneumoniae	ST512	SAMN05751423
SRR4198771	Klebsiella pneumoniae	ST512	SAMN05751424
SRR4198772	Klebsiella pneumoniae	ST512	SAMN05751425
SRR4198773	Klebsiella pneumoniae	ST512	SAMN05751426
SRR4198774	Klebsiella pneumoniae	ST512	SAMN05751427
SRR4198776	Klebsiella pneumoniae	ST512	SAMN05751429
SRR4198778	Klebsiella pneumoniae	ST512	SAMN05751431
SRR4198779	Klebsiella pneumoniae	ST512	SAMN05751432
SRR4198780	Klebsiella pneumoniae	ST512	SAMN05751433
SRR4198784	Klebsiella pneumoniae	ST512	SAMN05751434
SRR4198785	Klebsiella pneumoniae	ST512	SAMN05751435
SRR4198786	Klebsiella pneumoniae	ST512	SAMN05751436
SRR4198787	Klebsiella pneumoniae	ST512	SAMN05751437
SRR4198788	Klebsiella pneumoniae	ST512	SAMN05751438
SRR4198789	Klebsiella pneumoniae	ST258	SAMN05751439
SRR4198790	Klebsiella pneumoniae	ST258	SAMN05751440
SRR4198791	Klebsiella pneumoniae	ST512	SAMN05751441
SRR4198792	Klebsiella pneumoniae	ST258	SAMN05751442
SRR4198793	Klebsiella pneumoniae	ST258	SAMN05751443
SRR4198795	Klebsiella pneumoniae	ST512	SAMN05751444
SRR4198796	Klebsiella pneumoniae	ST512	SAMN05751445
SRR4198797	Klebsiella pneumoniae	ST512	SAMN05751446
SRR4198798	Klebsiella pneumoniae	ST512	SAMN05751447
SRR4198799	Klebsiella pneumoniae	ST512	SAMN05751448
SRR4198800	Klebsiella pneumoniae	ST512	SAMN05751449
SRR4198801	Klebsiella pneumoniae	ST512	SAMN05751450
SRR4198802	Klebsiella pneumoniae	ST512	SAMN05751451
SRR4198803	Klebsiella pneumoniae	ST512	SAMN05751452
SRR4198804	Klebsiella pneumoniae	ST512	SAMN05751453
SRR4198806	Klebsiella pneumoniae	ST512	SAMN05751454
SRR4198807	Klebsiella pneumoniae	ST512	SAMN05751455
SRR4198808	Klebsiella pneumoniae	ST512	SAMN05751456
SRR4198809	Klebsiella pneumoniae	ST512	SAMN05751457
SRR4198810	Klebsiella pneumoniae	ST512	SAMN05751458
SRR4198811	Klebsiella pneumoniae	ST512	SAMN05751459
SRR4198812	Klebsiella pneumoniae	ST512	SAMN05751460
SRR4198813	Klebsiella pneumoniae	ST512	SAMN05751461
SRR4198814	Klebsiella pneumoniae	ST512	SAMN05751462
SRR4198815	Klebsiella pneumoniae	ST512	SAMN05751463
SRR4198817	Klebsiella pneumoniae	ST512	SAMN05751464
SRR4198818	Klebsiella pneumoniae	ST512	SAMN05751465
SRR4198819	Klebsiella pneumoniae	ST512	SAMN05751466
SRR4198820	Klebsiella pneumoniae	ST512	SAMN05751467
SRR4198821	Klebsiella pneumoniae	ST512	SAMN05751468
SRR4198822	Klebsiella pneumoniae	ST512	SAMN05751469
SRR4198823	Klebsiella pneumoniae	ST512	SAMN05751470
SRR4198824	Klebsiella pneumoniae	ST512	SAMN05751471
SRR4198825	Klebsiella pneumoniae	ST512	SAMN05751472
SRR4198826	Klebsiella pneumoniae	ST512	SAMN05751473
SRR4302252	Klebsiella pneumoniae	ST281	SAMN05770785
SRR4302253	Klebsiella pneumoniae	ST14	SAMN05770786
SRR4302254	Klebsiella pneumoniae	ST11	SAMN05770787
SRR4302255	Klebsiella pneumoniae	ST12	SAMN05770788
SRR4302261	Klebsiella pneumoniae	ST11	SAMN05770789
SRR4302280	Klebsiella pneumoniae	ST15	SAMN05770790
SRR4302281	Klebsiella pneumoniae	ST15	SAMN05770791
SRR4302283	Klebsiella pneumoniae	ST17	SAMN05770792
SRR4302284	Klebsiella pneumoniae	ST281	SAMN05770793
SRR4302285	Klebsiella pneumoniae	ST23	SAMN05770794
SRR4302286	Klebsiella pneumoniae	ST37	SAMN05770795
SRR4302289	Klebsiella pneumoniae	ST48	SAMN05770798
SRR4302296	Klebsiella pneumoniae	ST86	SAMN05770804
SRR4302087	Klebsiella pneumoniae	ST231	SAMN05770820
SRR4302090	Klebsiella pneumoniae	ST20	SAMN05770822
SRR4302091	Klebsiella pneumoniae	ST11	SAMN05770823
SRR4302092	Klebsiella pneumoniae	ST281	SAMN05770824
SRR4302093	Klebsiella pneumoniae	ST281	SAMN05770825
SRR4302094	Klebsiella pneumoniae	ST307	SAMN05770826
SRR4302095	Klebsiella pneumoniae	ST323	SAMN05770827
SRR4302096	Klebsiella pneumoniae	ST323	SAMN05770828
SRR4302098	Klebsiella pneumoniae	ST356	SAMN05770830
SRR4302104	Klebsiella pneumoniae	ST477	SAMN05770835
SRR4302105	Klebsiella pneumoniae	ST488	SAMN05770836
SRR4302106	Klebsiella pneumoniae	ST488	SAMN05770837
SRR4302107	Klebsiella pneumoniae	ST526	SAMN05770838
SRR4302108	Klebsiella pneumoniae	ST526	SAMN05770839
SRR4302109	Klebsiella pneumoniae	ST526	SAMN05770840
SRR4302110	Klebsiella pneumoniae	ST526	SAMN05770841
SRR4302112	Klebsiella pneumoniae	ST526	SAMN05770842
SRR4302113	Klebsiella pneumoniae	ST540	SAMN05770843
SRR4302117	Klebsiella pneumoniae	ST792	SAMN05770847
SRR4302118	Klebsiella pneumoniae	ST841-1LV	SAMN05770849
SRR4302119	Klebsiella pneumoniae	ST841	SAMN05770850
SRR4302121	Klebsiella pneumoniae	ST978	SAMN05770852
SRR4302123	Klebsiella pneumoniae	ST978	SAMN05770853
SRR4302130	Klebsiella pneumoniae	ST1308	SAMN05770860
SRR4302131	Klebsiella pneumoniae	ST1308	SAMN05770861
SRR4302134	Klebsiella pneumoniae	ST1876	SAMN05770863
SRR4302135	Klebsiella pneumoniae	ST2144	SAMN05770864
SRR4302137	Klebsiella pneumoniae	ST3272	SAMN05770866
SRR4302139	Klebsiella pneumoniae	ST20	SAMN05770868
SRR4302140	Klebsiella pneumoniae	ST3520	SAMN05770869
SRR4302142	Klebsiella pneumoniae	ST323	SAMN05770871
SRR4302152	Klebsiella pneumoniae	ST929-3LV	SAMN05770880
SRR4302153	Klebsiella pneumoniae	ST929-3LV	SAMN05770881
SRR4302219	Klebsiella pneumoniae	ST133	SAMN05770912
SRR4302241	Klebsiella pneumoniae	ST147	SAMN05770913
SRR4302222	Klebsiella pneumoniae	ST273	SAMN05770914
SRR4302225	Klebsiella pneumoniae	ST11	SAMN05770915
SRR4302244	Klebsiella pneumoniae	ST231	SAMN05770916
SRR4302216	Klebsiella pneumoniae	ST307	SAMN05770917
SRR4302249	Klebsiella pneumoniae	ST147-2LV	SAMN05770918
SRR4302218	Klebsiella pneumoniae	ST3072	SAMN05770919
SRR4302239	Klebsiella pneumoniae	ST147-1LV	SAMN05770926
SRR4302209	Klebsiella pneumoniae	ST14-2LV	SAMN05770927
SRR4302230	Klebsiella pneumoniae	ST496	SAMN05770953
SRR4302227	Klebsiella pneumoniae	ST20	SAMN05770954
SRR4302229	Klebsiella pneumoniae	ST15	SAMN05770955
SRR4302233	Klebsiella pneumoniae	ST496	SAMN05770956
SRR4302089	Klebsiella pneumoniae	ST340	SAMN05770957
SRR4302077	Klebsiella pneumoniae	ST133	SAMN05770968
SRR4302174	Klebsiella pneumoniae	ST147	SAMN05770969
SRR4302175	Klebsiella pneumoniae	ST14	SAMN05770971
SRR4302176	Klebsiella pneumoniae	ST147	SAMN05770973
SRR4302178	Klebsiella pneumoniae	ST147	SAMN05770974
SRR4302179	Klebsiella pneumoniae	ST399	SAMN05770975
SRR4302180	Klebsiella pneumoniae	ST133	SAMN05770976
SRR4302181	Klebsiella pneumoniae	ST496	SAMN05770977
SRR4302182	Klebsiella pneumoniae	ST496	SAMN05770978
SRR4302183	Klebsiella pneumoniae	ST147	SAMN05770979
SRR4302184	Klebsiella pneumoniae	ST14	SAMN05770980
SRR4302185	Klebsiella pneumoniae	ST14	SAMN05770981
SRR4302187	Klebsiella pneumoniae	ST16	SAMN05770983
SRR4302190	Klebsiella pneumoniae	ST147	SAMN05770984
SRR4302191	Klebsiella pneumoniae	ST11	SAMN05770985
SRR4302192	Klebsiella pneumoniae	ST147	SAMN05770986
SRR4302193	Klebsiella pneumoniae	ST34	SAMN05770987
SRR4302194	Klebsiella pneumoniae	ST34	SAMN05770988
SRR4245474	Klebsiella pneumoniae	ST38	SAMN05774073
SRR4245485	Klebsiella pneumoniae	ST307	SAMN05774081
SRR4245476	Klebsiella pneumoniae	ST983	SAMN05774083
SRR4294848	Klebsiella pneumoniae	ST17	SAMN05806167
SRR4294843	Klebsiella pneumoniae	ST38	SAMN05806176
SRR4308910	Klebsiella pneumoniae	ST16	SAMN05853040
SRR4414008	Klebsiella pneumoniae	ST258	SAMN05860984
SRR4414009	Klebsiella pneumoniae	ST11	SAMN05860985
SRR4414020	Klebsiella pneumoniae	ST15	SAMN05860986
SRR4414031	Klebsiella pneumoniae	ST340	SAMN05860987
SRR4414042	Klebsiella pneumoniae	ST258	SAMN05860988
SRR4414053	Klebsiella pneumoniae	ST39-2LV	SAMN05860989
SRR4414060	Klebsiella pneumoniae	ST340	SAMN05860990
SRR4414061	Klebsiella pneumoniae	ST14	SAMN05860991
SRR4414062	Klebsiella pneumoniae	ST16	SAMN05860992
SRR4414063	Klebsiella pneumoniae	ST11	SAMN05860993
SRR4414010	Klebsiella pneumoniae	ST15	SAMN05860994
SRR4414011	Klebsiella pneumoniae	ST340	SAMN05860995
SRR4414012	Klebsiella pneumoniae	ST258	SAMN05860996
SRR4414013	Klebsiella pneumoniae	ST258	SAMN05860997
SRR4414014	Klebsiella pneumoniae	ST16	SAMN05860998
SRR4414015	Klebsiella pneumoniae		SAMN05860999
SRR4414016	Klebsiella pneumoniae	ST340	SAMN05861000
SRR4414017	Klebsiella pneumoniae		SAMN05861001
SRR4414018	Klebsiella pneumoniae	ST16	SAMN05861002
SRR4414019	Klebsiella pneumoniae	ST15	SAMN05861003
SRR4414021	Klebsiella pneumoniae	ST3528	SAMN05861004
SRR4414022	Klebsiella pneumoniae	ST340-1LV	SAMN05861005
SRR4414023	Klebsiella pneumoniae	ST258	SAMN05861006
SRR4414024	Klebsiella pneumoniae	ST15	SAMN05861007
SRR4414025	Klebsiella pneumoniae	ST414	SAMN05861008
SRR4414026	Klebsiella pneumoniae	ST11	SAMN05861009
SRR4414027	Klebsiella pneumoniae	ST15	SAMN05861010
SRR4414028	Klebsiella pneumoniae	ST258	SAMN05861011
SRR4414029	Klebsiella pneumoniae	ST15	SAMN05861012
SRR4414030	Klebsiella pneumoniae	ST15	SAMN05861013
SRR4414032	Klebsiella pneumoniae	ST340	SAMN05861014
SRR4414033	Klebsiella pneumoniae	ST16	SAMN05861015
SRR4414034	Klebsiella pneumoniae	ST16	SAMN05861016
SRR4414035	Klebsiella pneumoniae		SAMN05861017
SRR4414036	Klebsiella pneumoniae	ST258	SAMN05861018
SRR4414037	Klebsiella pneumoniae	ST15	SAMN05861019
SRR4414038	Klebsiella pneumoniae	ST70	SAMN05861020
SRR4414039	Klebsiella pneumoniae	ST15	SAMN05861021
SRR4414040	Klebsiella pneumoniae	ST16	SAMN05861022
SRR4414041	Klebsiella pneumoniae	ST15	SAMN05861023
SRR4414043	Klebsiella pneumoniae	ST258	SAMN05861024
SRR4414044	Klebsiella pneumoniae	ST258	SAMN05861025
SRR4414045	Klebsiella pneumoniae	ST872	SAMN05861026
SRR4414046	Klebsiella pneumoniae	ST15	SAMN05861027
SRR4414047	Klebsiella pneumoniae	ST15	SAMN05861028
SRR4414048	Klebsiella pneumoniae	ST15	SAMN05861029
SRR4414049	Klebsiella pneumoniae	ST340	SAMN05861030
SRR4414050	Klebsiella pneumoniae	ST340	SAMN05861031
SRR4414051	Klebsiella pneumoniae	ST15	SAMN05861032
SRR4414052	Klebsiella pneumoniae	ST147	SAMN05861033
SRR4414054	Klebsiella pneumoniae	ST258	SAMN05861034
SRR4414055	Klebsiella pneumoniae	ST258	SAMN05861035
SRR4414056	Klebsiella pneumoniae	ST258	SAMN05861036
SRR4414057	Klebsiella pneumoniae	ST15	SAMN05861037
SRR4414058	Klebsiella pneumoniae	ST13	SAMN05861038
SRR4414059	Klebsiella pneumoniae	ST14	SAMN05861039
SRR4423335	Klebsiella pneumoniae	ST147	SAMN05908511
SRR5092531	Klebsiella pneumoniae	ST258	SAMN05956063
SRR5092530	Klebsiella pneumoniae	ST258	SAMN05956064
SRR5092533	Klebsiella pneumoniae	ST258	SAMN05956065
SRR5092532	Klebsiella pneumoniae	ST258	SAMN05956066
SRR5092535	Klebsiella pneumoniae	ST258	SAMN05956067
SRR5092534	Klebsiella pneumoniae	ST258	SAMN05956068
SRR5092536	Klebsiella pneumoniae	ST258	SAMN05956069
SRR5092537	Klebsiella pneumoniae	ST258	SAMN05956070
SRR5092538	Klebsiella pneumoniae	ST258	SAMN05956071
SRR5092539	Klebsiella pneumoniae	ST258	SAMN05956072
SRR5092555	Klebsiella pneumoniae	ST258	SAMN05956073
SRR5092554	Klebsiella pneumoniae	ST258	SAMN05956074
SRR5092557	Klebsiella pneumoniae	ST258	SAMN05956075
SRR5092556	Klebsiella pneumoniae	ST258	SAMN05956076
SRR5092558	Klebsiella pneumoniae	ST307	SAMN05956077
SRR5092560	Klebsiella pneumoniae	ST258	SAMN05956078
SRR5092559	Klebsiella pneumoniae	ST258	SAMN05956079
SRR5092577	Klebsiella pneumoniae	ST258	SAMN05956080
SRR5092578	Klebsiella pneumoniae	ST258	SAMN05956081
SRR5092579	Klebsiella pneumoniae	ST258	SAMN05956082
SRR5092580	Klebsiella pneumoniae	ST258	SAMN05956083
SRR5092581	Klebsiella pneumoniae	ST258	SAMN05956084
SRR5092814	Klebsiella pneumoniae	ST11	SAMN05956085
SRR5092815	Klebsiella pneumoniae	ST258	SAMN05956086
SRR5092816	Klebsiella pneumoniae	ST258	SAMN05956087
SRR5092817	Klebsiella pneumoniae	ST11	SAMN05956088
SRR5092822	Klebsiella pneumoniae	ST258	SAMN05956089
SRR5092821	Klebsiella pneumoniae	ST307	SAMN05956090
SRR5092824	Klebsiella pneumoniae	ST258	SAMN05956091
SRR5092825	Klebsiella pneumoniae	ST258	SAMN05956093
SRR5092826	Klebsiella pneumoniae	ST258	SAMN05956094
SRR5092827	Klebsiella pneumoniae	ST11	SAMN05956095
SRR5092828	Klebsiella pneumoniae	ST20	SAMN05956096
SRR5092830	Klebsiella pneumoniae	ST258	SAMN05956097
SRR5092829	Klebsiella pneumoniae	ST258	SAMN05956098
SRR5092832	Klebsiella pneumoniae	ST258	SAMN05956099
SRR5092852	Klebsiella pneumoniae	ST258	SAMN05956100
SRR5092851	Klebsiella pneumoniae	ST258	SAMN05956101
SRR5092904	Klebsiella pneumoniae	ST11	SAMN05956102
SRR5092941	Klebsiella pneumoniae	ST258	SAMN05956103
SRR5093413	Klebsiella pneumoniae	ST11	SAMN05956104
SRR5093432	Klebsiella pneumoniae	ST258	SAMN05956105
SRR5093477	Klebsiella pneumoniae	ST258	SAMN05956106
SRR5093480	Klebsiella pneumoniae	ST258	SAMN05956107
SRR5093481	Klebsiella pneumoniae	ST258	SAMN05956108
SRR5093482	Klebsiella pneumoniae	ST258	SAMN05956109
SRR5093483	Klebsiella pneumoniae	ST258	SAMN05956110
SRR5093484	Klebsiella pneumoniae	ST258	SAMN05956111
SRR5093485	Klebsiella pneumoniae	ST258	SAMN05956112
SRR5093486	Klebsiella pneumoniae	ST258	SAMN05956113
SRR5093487	Klebsiella pneumoniae	ST258	SAMN05956114
SRR5093488	Klebsiella pneumoniae	ST11	SAMN05956116
SRR5093492	Klebsiella pneumoniae	ST11	SAMN05956117
SRR5093493	Klebsiella pneumoniae	ST258	SAMN05956118
SRR5093494	Klebsiella pneumoniae	ST307	SAMN05956119
SRR5093497	Klebsiella pneumoniae	ST258	SAMN05956120
SRR5093500	Klebsiella pneumoniae	ST258	SAMN05956121
SRR5093531	Klebsiella pneumoniae	ST258	SAMN05956122
SRR5093534	Klebsiella pneumoniae	ST258	SAMN05956123
SRR5093536	Klebsiella pneumoniae	ST258	SAMN05956124
SRR5093537	Klebsiella pneumoniae	ST258	SAMN05956125
SRR5093539	Klebsiella pneumoniae	ST258	SAMN05956126
SRR5093540	Klebsiella pneumoniae	ST11	SAMN05956127
SRR5093543	Klebsiella pneumoniae	ST258	SAMN05956128
SRR5093672	Klebsiella pneumoniae	ST258	SAMN05956129
SRR5093673	Klebsiella pneumoniae	ST258	SAMN05956130
SRR5093675	Klebsiella pneumoniae	ST258	SAMN05956131
SRR5093686	Klebsiella pneumoniae	ST258	SAMN05956132
SRR5093688	Klebsiella pneumoniae	ST258	SAMN05956133
SRR5093693	Klebsiella pneumoniae	ST258	SAMN05956134
SRR5093694	Klebsiella pneumoniae	ST258	SAMN05956135
SRR5093695	Klebsiella pneumoniae	ST258	SAMN05956136
SRR5093698	Klebsiella pneumoniae	ST258	SAMN05956137
SRR5093699	Klebsiella pneumoniae	ST258	SAMN05956138
SRR5093715	Klebsiella pneumoniae	ST258	SAMN05956139
SRR5093716	Klebsiella pneumoniae	ST76	SAMN05956140
SRR5093718	Klebsiella pneumoniae	ST76	SAMN05956141
SRR5093735	Klebsiella pneumoniae	ST258	SAMN05956142
SRR5093749	Klebsiella pneumoniae	ST258	SAMN05956143
SRR5093751	Klebsiella pneumoniae	ST258	SAMN05956144
SRR5093753	Klebsiella pneumoniae	ST258	SAMN05956145
SRR5093756	Klebsiella pneumoniae	ST258	SAMN05956147
SRR5093758	Klebsiella pneumoniae	ST258	SAMN05956148
SRR5093759	Klebsiella pneumoniae	ST258	SAMN05956149
SRR5093761	Klebsiella pneumoniae	ST258	SAMN05956150
SRR5093760	Klebsiella pneumoniae	ST147	SAMN05956151
SRR5093762	Klebsiella pneumoniae	ST147	SAMN05956152
SRR5514212	Klebsiella pneumoniae	ST3613	SAMN05960871
SRR5514214	Klebsiella pneumoniae	ST25	SAMN05960872
SRR5514217	Klebsiella pneumoniae	ST873	SAMN05960873
SRR5514216	Klebsiella pneumoniae	ST20	SAMN05960875
SRR5514215	Klebsiella pneumoniae	ST48	SAMN05960876
SRR5514219	Klebsiella pneumoniae	ST17	SAMN05960878
SRR5514221	Klebsiella pneumoniae	ST1263	SAMN05960879
SRR5514222	Klebsiella pneumoniae	ST14	SAMN05960880
SRR5514224	Klebsiella pneumoniae	ST1263	SAMN05960881
SRR5513621	Klebsiella pneumoniae	ST25	SAMN05960882
SRR5513623	Klebsiella pneumoniae	ST1035	SAMN05960884
SRR5513624	Klebsiella pneumoniae	ST101	SAMN05960885
SRR5514082	Klebsiella pneumoniae	ST48	SAMN05960886
SRR5514083	Klebsiella pneumoniae	ST16	SAMN05960887
SRR5514084	Klebsiella pneumoniae	ST45	SAMN05960888
SRR5514207	Klebsiella pneumoniae	ST48	SAMN05960889
SRR5514206	Klebsiella pneumoniae	ST16	SAMN05960890
SRR5514205	Klebsiella pneumoniae	ST1418	SAMN05960891
SRR5514208	Klebsiella pneumoniae	ST39	SAMN05960892
