accession	layout	r1_url	r2_url	biosample	read_count	stratum
ERR1197955	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR119/005/ERR1197955/ERR1197955_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR119/005/ERR1197955/ERR1197955_2.fastq.gz	SAMEA3719140	928034	u
ERR1197962	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR119/002/ERR1197962/ERR1197962_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR119/002/ERR1197962/ERR1197962_2.fastq.gz	SAMEA3719145	2456881	u
ERR1197963	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR119/003/ERR1197963/ERR1197963_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR119/003/ERR1197963/ERR1197963_2.fastq.gz	SAMEA3719146	2780345	u
ERR1218538	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1218538/ERR1218538_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1218538/ERR1218538_2.fastq.gz	SAMEA3531663	5140420	u
ERR1218542	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1218542/ERR1218542_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1218542/ERR1218542_2.fastq.gz	SAMEA3531688	5582908	u
ERR1218547	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1218547/ERR1218547_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1218547/ERR1218547_2.fastq.gz	SAMEA3531750	5381986	u
ERR1218558	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1218558/ERR1218558_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1218558/ERR1218558_2.fastq.gz	SAMEA3531799	5125682	u
ERR1218563	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1218563/ERR1218563_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1218563/ERR1218563_2.fastq.gz	SAMEA3531863	5127828	u
ERR1218583	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1218583/ERR1218583_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1218583/ERR1218583_2.fastq.gz	SAMEA3531626	5480682	u
ERR1218590	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1218590/ERR1218590_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1218590/ERR1218590_2.fastq.gz	SAMEA3531634	5830590	u
ERR1218594	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1218594/ERR1218594_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1218594/ERR1218594_2.fastq.gz	SAMEA3531638	5946208	u
ERR1218596	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1218596/ERR1218596_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1218596/ERR1218596_2.fastq.gz	SAMEA3531642	5964226	u
ERR1218618	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1218618/ERR1218618_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1218618/ERR1218618_2.fastq.gz	SAMEA3531704	6120366	u
ERR1218624	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1218624/ERR1218624_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1218624/ERR1218624_2.fastq.gz	SAMEA3531721	5723460	u
ERR1218637	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1218637/ERR1218637_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1218637/ERR1218637_2.fastq.gz	SAMEA3531744	6775718	u
ERR1218639	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1218639/ERR1218639_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1218639/ERR1218639_2.fastq.gz	SAMEA3531746	5978046	u
ERR1218640	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1218640/ERR1218640_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1218640/ERR1218640_2.fastq.gz	SAMEA3531747	4501838	u
ERR1218650	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1218650/ERR1218650_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1218650/ERR1218650_2.fastq.gz	SAMEA3531764	5159382	u
ERR1218668	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1218668/ERR1218668_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1218668/ERR1218668_2.fastq.gz	SAMEA3531662	4985070	u
ERR1218677	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1218677/ERR1218677_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1218677/ERR1218677_2.fastq.gz	SAMEA3531681	5545838	u
ERR1218687	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1218687/ERR1218687_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1218687/ERR1218687_2.fastq.gz	SAMEA3531703	5730162	u
ERR1218711	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1218711/ERR1218711_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1218711/ERR1218711_2.fastq.gz	SAMEA3531805	5602440	u
ERR1218712	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1218712/ERR1218712_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1218712/ERR1218712_2.fastq.gz	SAMEA3531821	6019140	u
ERR134529	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134529/ERR134529_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134529/ERR134529_2.fastq.gz	SAMEA1466152	4082589	s
ERR134530	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134530/ERR134530_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134530/ERR134530_2.fastq.gz	SAMEA1466170	3166289	s
ERR134535	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134535/ERR134535_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134535/ERR134535_2.fastq.gz	SAMEA1466118	5762761	s
ERR134538	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134538/ERR134538_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134538/ERR134538_2.fastq.gz	SAMEA1466151	4419760	s
ERR134539	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134539/ERR134539_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134539/ERR134539_2.fastq.gz	SAMEA1466199	3855303	s
ERR137793	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137793/ERR137793_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137793/ERR137793_2.fastq.gz	SAMEA1466139	3072762	s
ERR137810	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137810/ERR137810_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137810/ERR137810_2.fastq.gz	SAMEA1466100	3815519	s
ERR137817	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137817/ERR137817_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137817/ERR137817_2.fastq.gz	SAMEA1466177	2912863	s
ERR137824	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137824/ERR137824_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137824/ERR137824_2.fastq.gz	SAMEA1466108	2859486	s
ERR1417737	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/007/ERR1417737/ERR1417737_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/007/ERR1417737/ERR1417737_2.fastq.gz	SAMEA3993591	1458588	u
ERR1417741	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1417741/ERR1417741_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1417741/ERR1417741_2.fastq.gz	SAMEA3993595	1616576	u
ERR1417743	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1417743/ERR1417743_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1417743/ERR1417743_2.fastq.gz	SAMEA3993597	1495026	u
ERR1417744	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1417744/ERR1417744_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1417744/ERR1417744_2.fastq.gz	SAMEA3993598	1370185	u
ERR1417753	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1417753/ERR1417753_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1417753/ERR1417753_2.fastq.gz	SAMEA3993607	1417417	u
ERR1417756	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1417756/ERR1417756_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1417756/ERR1417756_2.fastq.gz	SAMEA3993610	1563813	u
ERR1417761	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1417761/ERR1417761_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1417761/ERR1417761_2.fastq.gz	SAMEA3993615	1645687	u
ERR1737209	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/009/ERR1737209/ERR1737209_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/009/ERR1737209/ERR1737209_2.fastq.gz	SAMEA4555338	706469	u
ERR1737210	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/000/ERR1737210/ERR1737210_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/000/ERR1737210/ERR1737210_2.fastq.gz	SAMEA4555339	588649	u
ERR1737215	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/005/ERR1737215/ERR1737215_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/005/ERR1737215/ERR1737215_2.fastq.gz	SAMEA4555344	826764	u
ERR1737217	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/007/ERR1737217/ERR1737217_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/007/ERR1737217/ERR1737217_2.fastq.gz	SAMEA4555346	464319	u
ERR178159	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178159/ERR178159_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178159/ERR178159_2.fastq.gz	SAMEA1531056	2062075	s
ERR178172	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178172/ERR178172_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178172/ERR178172_2.fastq.gz	SAMEA1531035	2411803	s
ERR178177	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178177/ERR178177_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178177/ERR178177_2.fastq.gz	SAMEA1531016	948811	s
ERR178178	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178178/ERR178178_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178178/ERR178178_2.fastq.gz	SAMEA1530998	1093009	s
ERR178182	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178182/ERR178182_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178182/ERR178182_2.fastq.gz	SAMEA1530988	2323945	s
ERR178183	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178183/ERR178183_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178183/ERR178183_2.fastq.gz	SAMEA1531055	1729938	s
ERR178184	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178184/ERR178184_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178184/ERR178184_2.fastq.gz	SAMEA1531052	1560343	s
ERR178188	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178188/ERR178188_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178188/ERR178188_2.fastq.gz	SAMEA1531028	1651338	r
ERR178191	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178191/ERR178191_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178191/ERR178191_2.fastq.gz	SAMEA1531058	1184488	s
ERR178205	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178205/ERR178205_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178205/ERR178205_2.fastq.gz	SAMEA1530993	862694	s
ERR178210	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178210/ERR178210_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178210/ERR178210_2.fastq.gz	SAMEA1531043	1652978	s
ERR178212	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178212/ERR178212_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178212/ERR178212_2.fastq.gz	SAMEA1531033	1045660	s
ERR1878174	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1878174/ERR1878174_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1878174/ERR1878174_2.fastq.gz	SAMEA4370216	2554544	u
ERR1878175	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1878175/ERR1878175_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1878175/ERR1878175_2.fastq.gz	SAMEA4370217	2308786	u
ERR1878197	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1878197/ERR1878197_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1878197/ERR1878197_2.fastq.gz	SAMEA4370239	2251362	u
ERR1878202	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1878202/ERR1878202_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1878202/ERR1878202_2.fastq.gz	SAMEA4370244	3004360	u
ERR1878228	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878228/ERR1878228_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878228/ERR1878228_2.fastq.gz	SAMEA4370270	2820924	u
ERR1878236	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1878236/ERR1878236_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1878236/ERR1878236_2.fastq.gz	SAMEA4370278	2815722	u
ERR1878247	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1878247/ERR1878247_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1878247/ERR1878247_2.fastq.gz	SAMEA4370289	2541110	u
ERR1878258	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878258/ERR1878258_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878258/ERR1878258_2.fastq.gz	SAMEA4370300	2339052	u
ERR1878268	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878268/ERR1878268_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878268/ERR1878268_2.fastq.gz	SAMEA4370310	2559682	u
ERR1878273	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1878273/ERR1878273_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1878273/ERR1878273_2.fastq.gz	SAMEA4370315	2874374	u
ERR1878276	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1878276/ERR1878276_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1878276/ERR1878276_2.fastq.gz	SAMEA4370318	2635332	u
ERR1878285	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1878285/ERR1878285_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1878285/ERR1878285_2.fastq.gz	SAMEA4370327	3075982	u
ERR1878298	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878298/ERR1878298_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878298/ERR1878298_2.fastq.gz	SAMEA4370340	2792070	u
ERR1878333	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1878333/ERR1878333_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1878333/ERR1878333_2.fastq.gz	SAMEA4370376	2335532	u
ERR1878338	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878338/ERR1878338_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878338/ERR1878338_2.fastq.gz	SAMEA4370381	3058612	u
ERR1878340	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1878340/ERR1878340_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1878340/ERR1878340_2.fastq.gz	SAMEA4370383	2773864	u
ERR1878343	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1878343/ERR1878343_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1878343/ERR1878343_2.fastq.gz	SAMEA4370386	2511132	u
ERR1878344	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1878344/ERR1878344_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1878344/ERR1878344_2.fastq.gz	SAMEA4370387	2383358	u
ERR1878345	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1878345/ERR1878345_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1878345/ERR1878345_2.fastq.gz	SAMEA4370388	2954968	u
ERR1878347	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1878347/ERR1878347_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1878347/ERR1878347_2.fastq.gz	SAMEA4370390	2796324	u
ERR1878358	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878358/ERR1878358_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1878358/ERR1878358_2.fastq.gz	SAMEA4370401	2130992	u
ERR1878373	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1878373/ERR1878373_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1878373/ERR1878373_2.fastq.gz	SAMEA4370416	2530770	u
ERR1878376	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1878376/ERR1878376_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1878376/ERR1878376_2.fastq.gz	SAMEA4370419	3342744	u
ERR1878381	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1878381/ERR1878381_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1878381/ERR1878381_2.fastq.gz	SAMEA4370424	2537462	u
ERR1878384	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1878384/ERR1878384_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1878384/ERR1878384_2.fastq.gz	SAMEA4370427	2516008	u
ERR1878465	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1878465/ERR1878465_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1878465/ERR1878465_2.fastq.gz	SAMEA4370508	2533844	u
ERR1912615	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1912615/ERR1912615_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1912615/ERR1912615_2.fastq.gz	SAMEA103923480	353931	u
ERR1912622	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1912622/ERR1912622_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1912622/ERR1912622_2.fastq.gz	SAMEA103923487	857286	u
ERR1912631	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1912631/ERR1912631_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1912631/ERR1912631_2.fastq.gz	SAMEA103923496	1055884	u
ERR1981373	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/003/ERR1981373/ERR1981373_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/003/ERR1981373/ERR1981373_2.fastq.gz	SAMEA104077104	3615537	u
ERR1987533	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/003/ERR1987533/ERR1987533_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/003/ERR1987533/ERR1987533_2.fastq.gz	SAMEA104083450	3502632	u
ERR1987773	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/003/ERR1987773/ERR1987773_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/003/ERR1987773/ERR1987773_2.fastq.gz	SAMEA104083542	3395882	u
ERR1990254	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1990254/ERR1990254_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1990254/ERR1990254_2.fastq.gz	SAMEA104091835	3513698	u
ERR1990255	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1990255/ERR1990255_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1990255/ERR1990255_2.fastq.gz	SAMEA104091836	3505420	u
ERR1995411	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995411/ERR1995411_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995411/ERR1995411_2.fastq.gz	SAMEA104107456	1498609	u
ERR1995412	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995412/ERR1995412_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995412/ERR1995412_2.fastq.gz	SAMEA104107457	904674	u
ERR1995431	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995431/ERR1995431_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995431/ERR1995431_2.fastq.gz	SAMEA104107476	900298	u
ERR1995447	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995447/ERR1995447_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995447/ERR1995447_2.fastq.gz	SAMEA104107492	646397	u
ERR1995448	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995448/ERR1995448_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995448/ERR1995448_2.fastq.gz	SAMEA104107493	671429	u
ERR1995449	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995449/ERR1995449_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995449/ERR1995449_2.fastq.gz	SAMEA104107494	515799	u
ERR1995451	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995451/ERR1995451_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995451/ERR1995451_2.fastq.gz	SAMEA104107496	1148839	u
ERR1995460	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995460/ERR1995460_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995460/ERR1995460_2.fastq.gz	SAMEA104107505	1140385	u
ERR1995469	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995469/ERR1995469_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995469/ERR1995469_2.fastq.gz	SAMEA104107514	1109148	u
ERR1995472	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995472/ERR1995472_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995472/ERR1995472_2.fastq.gz	SAMEA104107517	811478	u
