sample_accession	run_accession	aws_url
SAMEA113935135	ERR11592705	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935135.fa.gz
SAMEA113935136	ERR11592706	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935136.fa.gz
SAMEA113935137	ERR11592707	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935137.fa.gz
SAMEA113935138	ERR11592708	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935138.fa.gz
SAMEA113935139	ERR11592709	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935139.fa.gz
SAMEA113935140	ERR11592710	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935140.fa.gz
SAMEA113935141	ERR11592711	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935141.fa.gz
SAMEA113935142	ERR11592712	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935142.fa.gz
SAMEA113935143	ERR11592713	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935143.fa.gz
SAMEA113935144	ERR11592714	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935144.fa.gz
SAMEA113935145	ERR11592715	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935145.fa.gz
SAMEA113935146	ERR11592716	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935146.fa.gz
SAMEA113935147	ERR11592717	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935147.fa.gz
SAMEA113935148	ERR11592718	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935148.fa.gz
SAMEA113935149	ERR11592719	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935149.fa.gz
SAMEA113935150	ERR11592720	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935150.fa.gz
SAMEA113935151	ERR11592721	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935151.fa.gz
SAMEA113935152	ERR11592722	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935152.fa.gz
SAMEA113935153	ERR11592723	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935153.fa.gz
SAMEA113935154	ERR11592724	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935154.fa.gz
SAMEA113935155	ERR11592725	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935155.fa.gz
SAMEA113935156	ERR11592726	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935156.fa.gz
SAMEA113935157	ERR11592727	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935157.fa.gz
SAMEA113935158	ERR11592728	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935158.fa.gz
SAMEA113935159	ERR11592729	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935159.fa.gz
SAMEA113935160	ERR11592730	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935160.fa.gz
SAMEA113935161	ERR11592731	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935161.fa.gz
SAMEA113935162	ERR11592732	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935162.fa.gz
SAMEA113935163	ERR11592733	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935163.fa.gz
SAMEA113935164	ERR11592734	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935164.fa.gz
SAMEA113935165	ERR11592735	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935165.fa.gz
SAMEA113935166	ERR11592736	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935166.fa.gz
SAMEA113935167	ERR11592737	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935167.fa.gz
SAMEA113935168	ERR11592738	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935168.fa.gz
SAMEA113935169	ERR11592739	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935169.fa.gz
SAMEA113935170	ERR11592740	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935170.fa.gz
SAMEA113935171	ERR11592741	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935171.fa.gz
SAMEA113935172	ERR11592742	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935172.fa.gz
SAMEA113935173	ERR11592743	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935173.fa.gz
SAMEA113935174	ERR11592744	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935174.fa.gz
SAMEA113935175	ERR11592745	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935175.fa.gz
SAMEA113935176	ERR11592746	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935176.fa.gz
SAMEA113935177	ERR11592747	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935177.fa.gz
SAMEA113935178	ERR11592748	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935178.fa.gz
SAMEA113935179	ERR11592749	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935179.fa.gz
SAMEA113935180	ERR11592750	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935180.fa.gz
SAMEA113935181	ERR11592751	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935181.fa.gz
SAMEA113935182	ERR11592752	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935182.fa.gz
SAMEA113935183	ERR11592753	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935183.fa.gz
SAMEA113935184	ERR11592754	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935184.fa.gz
SAMEA113935185	ERR11592755	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935185.fa.gz
SAMEA113935186	ERR11592756	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935186.fa.gz
SAMEA113935187	ERR11592757	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935187.fa.gz
SAMEA113935188	ERR11592758	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935188.fa.gz
SAMEA113935189	ERR11592759	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935189.fa.gz
SAMEA113935190	ERR11592760	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935190.fa.gz
SAMEA113935191	ERR11592761	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935191.fa.gz
SAMEA113935192	ERR11592762	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935192.fa.gz
SAMEA113935193	ERR11592763	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935193.fa.gz
SAMEA113935194	ERR11592764	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935194.fa.gz
SAMEA113935195	ERR11592765	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935195.fa.gz
SAMEA113935196	ERR11592766	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935196.fa.gz
SAMEA113935197	ERR11592767	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935197.fa.gz
SAMEA113935198	ERR11592768	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935198.fa.gz
SAMEA113935199	ERR11592769	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935199.fa.gz
SAMEA113935200	ERR11592770	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935200.fa.gz
SAMEA113935201	ERR11592771	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935201.fa.gz
SAMEA113935202	ERR11592772	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935202.fa.gz
SAMEA113935203	ERR11592773	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935203.fa.gz
SAMEA113935204	ERR11592774	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935204.fa.gz
SAMEA113935205	ERR11592775	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935205.fa.gz
SAMEA113935206	ERR11592776	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935206.fa.gz
SAMEA113935207	ERR11592777	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935207.fa.gz
SAMEA113935208	ERR11592778	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935208.fa.gz
SAMEA113935209	ERR11592779	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935209.fa.gz
SAMEA113935210	ERR11592780	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935210.fa.gz
SAMEA113935211	ERR11592781	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935211.fa.gz
SAMEA113935212	ERR11592782	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935212.fa.gz
SAMEA113935213	ERR11592783	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935213.fa.gz
SAMEA113935214	ERR11592784	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935214.fa.gz
SAMEA113935215	ERR11592785	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935215.fa.gz
SAMEA113935216	ERR11592786	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935216.fa.gz
SAMEA113935217	ERR11592787	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935217.fa.gz
SAMEA113935218	ERR11592788	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935218.fa.gz
SAMEA113935219	ERR11592789	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935219.fa.gz
SAMEA113935220	ERR11592790	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935220.fa.gz
SAMEA113935221	ERR11592791	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935221.fa.gz
SAMEA113935222	ERR11592792	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935222.fa.gz
SAMEA113935223	ERR11592793	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935223.fa.gz
SAMEA113935224	ERR11592794	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935224.fa.gz
SAMEA113935225	ERR11592795	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935225.fa.gz
SAMEA113935226	ERR11592796	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935226.fa.gz
SAMEA113935227	ERR11592797	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935227.fa.gz
SAMEA113935228	ERR11592798	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935228.fa.gz
SAMEA113935229	ERR11592799	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935229.fa.gz
SAMEA113935230	ERR11592800	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935230.fa.gz
SAMEA113935231	ERR11592801	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935231.fa.gz
SAMEA113935232	ERR11592802	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935232.fa.gz
SAMEA113935233	ERR11592803	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935233.fa.gz
SAMEA113935234	ERR11592804	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935234.fa.gz
SAMEA113935235	ERR11592805	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935235.fa.gz
SAMEA113935236	ERR11592806	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935236.fa.gz
SAMEA113935237	ERR11592807	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935237.fa.gz
SAMEA113935238	ERR11592808	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935238.fa.gz
SAMEA113935239	ERR11592809	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935239.fa.gz
SAMEA113935240	ERR11592810	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935240.fa.gz
SAMEA113935241	ERR11592811	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935241.fa.gz
SAMEA113935242	ERR11592812	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935242.fa.gz
SAMEA113935243	ERR11592813	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935243.fa.gz
SAMEA113935244	ERR11592814	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935244.fa.gz
SAMEA113935245	ERR11592815	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935245.fa.gz
SAMEA113935246	ERR11592816	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935246.fa.gz
SAMEA113935247	ERR11592817	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935247.fa.gz
SAMEA113935248	ERR11592818	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935248.fa.gz
SAMEA113935249	ERR11592819	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935249.fa.gz
SAMEA113935250	ERR11592820	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935250.fa.gz
SAMEA113935251	ERR11592821	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935251.fa.gz
SAMEA113935252	ERR11592822	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935252.fa.gz
SAMEA113935253	ERR11592823	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935253.fa.gz
SAMEA113935254	ERR11592824	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935254.fa.gz
SAMEA113935255	ERR11592825	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935255.fa.gz
SAMEA113935256	ERR11592826	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935256.fa.gz
SAMEA113935257	ERR11592827	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935257.fa.gz
SAMEA113935258	ERR11592828	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935258.fa.gz
SAMEA113935259	ERR11592829	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935259.fa.gz
SAMEA113935260	ERR11592830	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935260.fa.gz
SAMEA113935261	ERR11592831	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935261.fa.gz
SAMEA113935262	ERR11592832	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935262.fa.gz
SAMEA113935263	ERR11592833	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935263.fa.gz
SAMEA113935264	ERR11592834	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935264.fa.gz
SAMEA113935265	ERR11592835	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935265.fa.gz
SAMEA113935266	ERR11592836	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935266.fa.gz
SAMEA113935267	ERR11592837	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935267.fa.gz
SAMEA113935268	ERR11592838	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935268.fa.gz
SAMEA113935269	ERR11592839	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935269.fa.gz
SAMEA113935270	ERR11592840	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935270.fa.gz
SAMEA113935271	ERR11592841	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935271.fa.gz
SAMEA113935272	ERR11592842	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935272.fa.gz
SAMEA113935273	ERR11592843	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935273.fa.gz
SAMEA113935274	ERR11592844	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935274.fa.gz
SAMEA113935275	ERR11592845	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935275.fa.gz
SAMEA113935276	ERR11592846	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935276.fa.gz
SAMEA113935277	ERR11592847	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935277.fa.gz
SAMEA113935278	ERR11592848	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935278.fa.gz
SAMEA113935279	ERR11592849	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935279.fa.gz
SAMEA113935280	ERR11592850	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935280.fa.gz
SAMEA113935281	ERR11592851	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935281.fa.gz
SAMEA113935282	ERR11592852	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935282.fa.gz
SAMEA113935283	ERR11592853	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935283.fa.gz
SAMEA113935284	ERR11592854	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935284.fa.gz
SAMEA113935285	ERR11592855	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935285.fa.gz
SAMEA113935286	ERR11592856	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935286.fa.gz
SAMEA113935287	ERR11592857	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935287.fa.gz
SAMEA113935288	ERR11592858	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935288.fa.gz
SAMEA113935289	ERR11592859	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935289.fa.gz
SAMEA113935290	ERR11592860	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935290.fa.gz
SAMEA113935291	ERR11592861	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935291.fa.gz
SAMEA113935292	ERR11592862	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935292.fa.gz
SAMEA113935293	ERR11592863	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935293.fa.gz
SAMEA113935294	ERR11592864	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935294.fa.gz
SAMEA113935295	ERR11592865	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935295.fa.gz
SAMEA113935296	ERR11592866	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935296.fa.gz
SAMEA113935297	ERR11592867	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935297.fa.gz
SAMEA113935298	ERR11592868	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935298.fa.gz
SAMEA113935299	ERR11592869	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935299.fa.gz
SAMEA113935300	ERR11592870	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935300.fa.gz
SAMEA113935301	ERR11592871	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935301.fa.gz
SAMEA113935302	ERR11592872	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935302.fa.gz
SAMEA113935303	ERR11592873	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935303.fa.gz
SAMEA113935304	ERR11592874	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935304.fa.gz
SAMEA113935305	ERR11592875	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935305.fa.gz
SAMEA113935306	ERR11592876	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935306.fa.gz
SAMEA113935307	ERR11592877	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935307.fa.gz
SAMEA113935308	ERR11592878	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935308.fa.gz
SAMEA113935309	ERR11592879	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935309.fa.gz
SAMEA113935310	ERR11592880	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935310.fa.gz
SAMEA113935311	ERR11592881	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935311.fa.gz
SAMEA113935312	ERR11592882	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935312.fa.gz
SAMEA113935313	ERR11592883	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935313.fa.gz
SAMEA113935314	ERR11592884	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935314.fa.gz
SAMEA113935315	ERR11592885	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935315.fa.gz
SAMEA113935316	ERR11592886	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113935316.fa.gz
SAMEA113939546	ERR11631968	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939546.fa.gz
SAMEA113939547	ERR11640166	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939547.fa.gz
SAMEA113939652	ERR11632074	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939652.fa.gz
SAMEA113939653	ERR11632080	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939653.fa.gz
SAMEA113939654	ERR11632085	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939654.fa.gz
SAMEA113939655	ERR11632094	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939655.fa.gz
SAMEA113939656	ERR11632103	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939656.fa.gz
SAMEA113939755	ERR11631976	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939755.fa.gz
SAMEA113939756	ERR11631989	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939756.fa.gz
SAMEA113939757	ERR11632028	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939757.fa.gz
SAMEA113939758	ERR11632035	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939758.fa.gz
SAMEA113939759	ERR11632043	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939759.fa.gz
SAMEA113939760	ERR11632051	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939760.fa.gz
SAMEA113939761	ERR11632056	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939761.fa.gz
SAMEA113939762	ERR11632065	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939762.fa.gz
SAMEA113939763	ERR11632206	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939763.fa.gz
SAMEA113939764	ERR11632253	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939764.fa.gz
SAMEA113939765	ERR11632261	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939765.fa.gz
SAMEA113939766	ERR11632269	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939766.fa.gz
SAMEA113939767	ERR11632311	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939767.fa.gz
SAMEA113939768	ERR11632395	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939768.fa.gz
SAMEA113939769	ERR11632403	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939769.fa.gz
SAMEA113939770	ERR11632417	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939770.fa.gz
SAMEA113939771	ERR11632492	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939771.fa.gz
SAMEA113939772	ERR11632541	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939772.fa.gz
SAMEA113939773	ERR11632547	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939773.fa.gz
SAMEA113939774	ERR11632599	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939774.fa.gz
SAMEA113939775	ERR11632608	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939775.fa.gz
SAMEA113939776	ERR11632615	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939776.fa.gz
SAMEA113939777	ERR11632654	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939777.fa.gz
SAMEA113939778	ERR11632664	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939778.fa.gz
SAMEA113939779	ERR11632668	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939779.fa.gz
SAMEA113939780	ERR11632678	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939780.fa.gz
SAMEA113939781	ERR11632688	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939781.fa.gz
SAMEA113939782	ERR11632698	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939782.fa.gz
SAMEA113939783	ERR11632706	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939783.fa.gz
SAMEA113939784	ERR11632759	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939784.fa.gz
SAMEA113939785	ERR11632786	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939785.fa.gz
SAMEA113939786	ERR11632819	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA113939786.fa.gz
