sample_accession	run_accession	aws_url
SAMEA8948276	ERR6294009	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948276.fa.gz
SAMEA8948277	ERR6294010	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948277.fa.gz
SAMEA8948278	ERR6294011	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948278.fa.gz
SAMEA8948279	ERR6294012	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948279.fa.gz
SAMEA8948280	ERR6294013	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948280.fa.gz
SAMEA8948281	ERR6293711	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948281.fa.gz
SAMEA8948282	ERR6293712	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948282.fa.gz
SAMEA8948283	ERR6293713	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948283.fa.gz
SAMEA8948284	ERR6293714	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948284.fa.gz
SAMEA8948285	ERR6293715	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948285.fa.gz
SAMEA8948286	ERR6293716	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948286.fa.gz
SAMEA8948287	ERR6293717	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948287.fa.gz
SAMEA8948288	ERR6293718	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948288.fa.gz
SAMEA8948289	ERR6293719	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948289.fa.gz
SAMEA8948290	ERR6293720	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948290.fa.gz
SAMEA8948291	ERR6293721	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948291.fa.gz
SAMEA8948292	ERR6293722	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948292.fa.gz
SAMEA8948293	ERR6293723	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948293.fa.gz
SAMEA8948294	ERR6293724	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948294.fa.gz
SAMEA8948295	ERR6293725	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948295.fa.gz
SAMEA8948296	ERR6293726	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948296.fa.gz
SAMEA8948297	ERR6293727	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948297.fa.gz
SAMEA8948298	ERR6293728	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948298.fa.gz
SAMEA8948299	ERR6293729	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948299.fa.gz
SAMEA8948300	ERR6293730	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948300.fa.gz
SAMEA8948301	ERR6293731	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948301.fa.gz
SAMEA8948302	ERR6293732	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948302.fa.gz
SAMEA8948303	ERR6293733	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948303.fa.gz
SAMEA8948304	ERR6293734	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948304.fa.gz
SAMEA8948305	ERR6293735	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948305.fa.gz
SAMEA8948306	ERR6293736	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948306.fa.gz
SAMEA8948307	ERR6293737	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948307.fa.gz
SAMEA8948308	ERR6293738	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948308.fa.gz
SAMEA8948309	ERR6293739	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948309.fa.gz
SAMEA8948310	ERR6293740	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948310.fa.gz
SAMEA8948311	ERR6293741	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948311.fa.gz
SAMEA8948312	ERR6293742	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948312.fa.gz
SAMEA8948313	ERR6293743	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948313.fa.gz
SAMEA8948314	ERR6293744	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948314.fa.gz
SAMEA8948315	ERR6293745	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948315.fa.gz
SAMEA8948316	ERR6293746	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948316.fa.gz
SAMEA8948317	ERR6293747	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948317.fa.gz
SAMEA8948318	ERR6293748	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948318.fa.gz
SAMEA8948319	ERR6293749	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948319.fa.gz
SAMEA8948320	ERR6293750	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948320.fa.gz
SAMEA8948321	ERR6293751	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948321.fa.gz
SAMEA8948322	ERR6293752	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948322.fa.gz
SAMEA8948323	ERR6293753	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948323.fa.gz
SAMEA8948324	ERR6293754	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948324.fa.gz
SAMEA8948325	ERR6293755	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948325.fa.gz
SAMEA8948326	ERR6293756	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948326.fa.gz
SAMEA8948327	ERR6293757	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948327.fa.gz
SAMEA8948328	ERR6293758	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948328.fa.gz
SAMEA8948329	ERR6293759	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948329.fa.gz
SAMEA8948330	ERR6293760	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948330.fa.gz
SAMEA8948331	ERR6293761	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948331.fa.gz
SAMEA8948332	ERR6293762	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948332.fa.gz
SAMEA8948333	ERR6293763	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948333.fa.gz
SAMEA8948334	ERR6293764	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948334.fa.gz
SAMEA8948335	ERR6293765	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948335.fa.gz
SAMEA8948336	ERR6293773	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948336.fa.gz
SAMEA8948337	ERR6293774	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948337.fa.gz
SAMEA8948338	ERR6293775	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948338.fa.gz
SAMEA8948339	ERR6293776	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948339.fa.gz
SAMEA8948340	ERR6293777	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948340.fa.gz
SAMEA8948341	ERR6293778	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948341.fa.gz
SAMEA8948342	ERR6293779	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948342.fa.gz
SAMEA8948343	ERR6293782	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948343.fa.gz
SAMEA8948344	ERR6293783	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948344.fa.gz
SAMEA8948345	ERR6293784	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948345.fa.gz
SAMEA8948346	ERR6293785	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948346.fa.gz
SAMEA8948347	ERR6293786	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948347.fa.gz
SAMEA8948348	ERR6293787	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948348.fa.gz
SAMEA8948349	ERR6293788	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948349.fa.gz
SAMEA8948350	ERR6293789	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948350.fa.gz
SAMEA8948351	ERR6293790	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948351.fa.gz
SAMEA8948352	ERR6293791	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948352.fa.gz
SAMEA8948353	ERR6293792	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948353.fa.gz
SAMEA8948354	ERR6293793	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948354.fa.gz
SAMEA8948355	ERR6293794	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948355.fa.gz
SAMEA8948356	ERR6293795	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948356.fa.gz
SAMEA8948357	ERR6293796	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948357.fa.gz
SAMEA8948358	ERR6293797	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948358.fa.gz
SAMEA8948359	ERR6293798	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948359.fa.gz
SAMEA8948360	ERR6293799	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948360.fa.gz
SAMEA8948361	ERR6293800	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948361.fa.gz
SAMEA8948362	ERR6293801	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948362.fa.gz
SAMEA8948363	ERR6293802	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948363.fa.gz
SAMEA8948364	ERR6293803	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948364.fa.gz
SAMEA8948365	ERR6293804	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948365.fa.gz
SAMEA8948366	ERR6293805	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948366.fa.gz
SAMEA8948367	ERR6293806	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948367.fa.gz
SAMEA8948368	ERR6293807	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948368.fa.gz
SAMEA8948369	ERR6293808	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948369.fa.gz
SAMEA8948370	ERR6293809	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948370.fa.gz
SAMEA8948371	ERR6293810	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948371.fa.gz
SAMEA8948372	ERR6293811	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948372.fa.gz
SAMEA8948373	ERR6293812	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948373.fa.gz
SAMEA8948374	ERR6293813	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948374.fa.gz
SAMEA8948375	ERR6293814	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948375.fa.gz
SAMEA8948376	ERR6293815	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948376.fa.gz
SAMEA8948377	ERR6293816	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948377.fa.gz
SAMEA8948378	ERR6293817	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948378.fa.gz
SAMEA8948379	ERR6293818	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948379.fa.gz
SAMEA8948380	ERR6293819	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948380.fa.gz
SAMEA8948381	ERR6293820	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948381.fa.gz
SAMEA8948382	ERR6293821	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948382.fa.gz
SAMEA8948383	ERR6293822	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948383.fa.gz
SAMEA8948384	ERR6293823	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948384.fa.gz
SAMEA8948385	ERR6293824	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948385.fa.gz
SAMEA8948386	ERR6293825	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948386.fa.gz
SAMEA8948387	ERR6293826	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948387.fa.gz
SAMEA8948388	ERR6293827	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948388.fa.gz
SAMEA8948389	ERR6293828	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948389.fa.gz
SAMEA8948390	ERR6293829	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948390.fa.gz
SAMEA8948391	ERR6293830	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948391.fa.gz
SAMEA8948392	ERR6293831	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948392.fa.gz
SAMEA8948393	ERR6293832	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948393.fa.gz
SAMEA8948394	ERR6293857	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948394.fa.gz
SAMEA8948395	ERR6293859	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948395.fa.gz
SAMEA8948396	ERR6293860	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948396.fa.gz
SAMEA8948397	ERR6293861	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948397.fa.gz
SAMEA8948398	ERR6293862	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948398.fa.gz
SAMEA8948399	ERR6293863	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948399.fa.gz
SAMEA8948400	ERR6293864	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948400.fa.gz
SAMEA8948401	ERR6293865	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948401.fa.gz
SAMEA8948402	ERR6293866	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948402.fa.gz
SAMEA8948403	ERR6293867	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948403.fa.gz
SAMEA8948404	ERR6293868	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948404.fa.gz
SAMEA8948405	ERR6294239	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948405.fa.gz
SAMEA8948406	ERR6294240	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948406.fa.gz
SAMEA8948407	ERR6294241	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948407.fa.gz
SAMEA8948408	ERR6294242	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948408.fa.gz
SAMEA8948409	ERR6294029	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948409.fa.gz
SAMEA8948410	ERR6294030	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948410.fa.gz
SAMEA8948411	ERR6294031	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948411.fa.gz
SAMEA8948412	ERR6294032	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948412.fa.gz
SAMEA8948413	ERR6294033	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948413.fa.gz
SAMEA8948414	ERR6294034	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948414.fa.gz
SAMEA8948415	ERR6294035	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948415.fa.gz
SAMEA8948416	ERR6294036	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948416.fa.gz
SAMEA8948417	ERR6294037	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948417.fa.gz
SAMEA8948418	ERR6294038	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948418.fa.gz
SAMEA8948419	ERR6294039	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948419.fa.gz
SAMEA8948420	ERR6294040	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948420.fa.gz
SAMEA8948421	ERR6294041	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948421.fa.gz
SAMEA8948422	ERR6294042	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948422.fa.gz
SAMEA8948423	ERR6294043	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948423.fa.gz
SAMEA8948424	ERR6294044	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948424.fa.gz
SAMEA8948425	ERR6294045	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948425.fa.gz
SAMEA8948426	ERR6294046	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948426.fa.gz
SAMEA8948427	ERR6294047	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948427.fa.gz
SAMEA8948428	ERR6294048	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948428.fa.gz
SAMEA8948429	ERR6294049	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948429.fa.gz
SAMEA8948430	ERR6294050	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948430.fa.gz
SAMEA8948431	ERR6294051	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948431.fa.gz
SAMEA8948432	ERR6294052	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948432.fa.gz
SAMEA8948433	ERR6294053	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948433.fa.gz
SAMEA8948434	ERR6294054	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948434.fa.gz
SAMEA8948435	ERR6294055	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948435.fa.gz
SAMEA8948436	ERR6294056	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948436.fa.gz
SAMEA8948437	ERR6294057	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948437.fa.gz
SAMEA8948438	ERR6294058	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948438.fa.gz
SAMEA8948439	ERR6294059	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948439.fa.gz
SAMEA8948440	ERR6294060	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948440.fa.gz
SAMEA8948441	ERR6294061	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948441.fa.gz
SAMEA8948442	ERR6294062	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948442.fa.gz
SAMEA8948443	ERR6294063	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948443.fa.gz
SAMEA8948444	ERR6294064	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948444.fa.gz
SAMEA8948445	ERR6294065	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948445.fa.gz
SAMEA8948446	ERR6294067	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948446.fa.gz
SAMEA8948447	ERR6294068	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948447.fa.gz
SAMEA8948448	ERR6293869	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948448.fa.gz
SAMEA8948449	ERR6293870	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948449.fa.gz
SAMEA8948450	ERR6294069	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948450.fa.gz
SAMEA8948451	ERR6294070	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948451.fa.gz
SAMEA8948452	ERR6294071	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948452.fa.gz
SAMEA8948453	ERR6294072	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948453.fa.gz
SAMEA8948454	ERR6294073	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948454.fa.gz
SAMEA8948455	ERR6294074	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948455.fa.gz
SAMEA8948456	ERR6294075	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948456.fa.gz
SAMEA8948457	ERR6294076	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948457.fa.gz
SAMEA8948458	ERR6294077	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948458.fa.gz
SAMEA8948459	ERR6294078	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948459.fa.gz
SAMEA8948460	ERR6294079	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948460.fa.gz
SAMEA8948461	ERR6294080	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948461.fa.gz
SAMEA8948462	ERR6294081	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948462.fa.gz
SAMEA8948463	ERR6294082	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948463.fa.gz
SAMEA8948464	ERR6294083	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948464.fa.gz
SAMEA8948465	ERR6294084	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948465.fa.gz
SAMEA8948466	ERR6294085	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948466.fa.gz
SAMEA8948467	ERR6294086	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948467.fa.gz
SAMEA8948468	ERR6294087	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948468.fa.gz
SAMEA8948469	ERR6294088	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948469.fa.gz
SAMEA8948470	ERR6293871	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948470.fa.gz
SAMEA8948471	ERR6294089	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948471.fa.gz
SAMEA8948472	ERR6294090	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948472.fa.gz
SAMEA8948473	ERR6294091	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948473.fa.gz
SAMEA8948474	ERR6294092	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948474.fa.gz
SAMEA8948475	ERR6294093	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948475.fa.gz
SAMEA8948476	ERR6294094	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948476.fa.gz
SAMEA8948477	ERR6294095	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948477.fa.gz
SAMEA8948478	ERR6294096	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948478.fa.gz
SAMEA8948479	ERR6294097	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948479.fa.gz
SAMEA8948480	ERR6294098	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948480.fa.gz
SAMEA8948481	ERR6294099	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948481.fa.gz
SAMEA8948482	ERR6294100	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948482.fa.gz
SAMEA8948483	ERR6294101	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948483.fa.gz
SAMEA8948484	ERR6294102	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948484.fa.gz
SAMEA8948485	ERR6294103	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948485.fa.gz
SAMEA8948486	ERR6294104	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948486.fa.gz
SAMEA8948487	ERR6294105	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948487.fa.gz
SAMEA8948488	ERR6294106	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948488.fa.gz
SAMEA8948489	ERR6294107	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948489.fa.gz
SAMEA8948490	ERR6294108	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948490.fa.gz
SAMEA8948491	ERR6293872	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948491.fa.gz
SAMEA8948492	ERR6294109	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948492.fa.gz
SAMEA8948493	ERR6294110	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948493.fa.gz
SAMEA8948494	ERR6294111	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948494.fa.gz
SAMEA8948495	ERR6294112	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948495.fa.gz
SAMEA8948496	ERR6294113	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMEA8948496.fa.gz
